,algorithm,data_group,dataset,EQ NB,random_state,target_noise,true_model,# EVALUATIONS,STARTED,FINISHED,symbolic_error,symbolic_fraction,symbolic_error_is_zero,symbolic_error_is_constant,symbolic_fraction_is_constant,sympy_exception,symbolic_solution,symbolic_model,model_size,simplified_symbolic_model,simplified_complexity,mse_test,mae_test,r2_test,r2_zero_test,accuracy_solution
11,PhySO,Feynman,feynman_I_6_2b,2,1,0.01,0.399*exp(-(theta - theta1)**2/(2*sigma**2))/sigma,995152,True,True,-1/(2.0849609375*sigma - 1/cos(theta + 1)) + 0.39898681640625*exp(-(theta - theta1)**2/(2*sigma**2))/sigma,(0.831871926784515*sigma - 0.39898681640625/cos(theta + 1))*exp(-(theta - theta1)**2/(2*sigma**2))/sigma,False,False,False,,False,1/(2.08540729021086*sigma - 1/cos(theta + 1.0)),14,1/(2.08*sigma - 1/cos(theta + 1)),14,0.001061678419136648,0.02067769413823656,0.7058577762078719,0.7075379311540699,False
12,PhySO,Feynman,feynman_I_6_2b,2,2,0.01,0.399*exp(-(theta - theta1)**2/(2*sigma**2))/sigma,997921,True,True,-1/(2.23486328125*sigma + cos(theta + 1) + 1.820068359375) + 0.39898681640625*exp(-(theta - theta1)**2/(2*sigma**2))/sigma,(0.891680985689163*sigma + 0.39898681640625*cos(theta + 1) + 0.726183280348778)*exp(-(theta - theta1)**2/(2*sigma**2))/sigma,False,False,False,,False,1/(2.23501363438447*sigma + cos(theta + 1.0) + 1.82012703565209),11,1/(2.23*sigma + cos(theta + 1) + 1.82),11,0.0010447717655249918,0.020074419133894728,0.7140082536618573,0.7078070482365908,False
13,PhySO,Feynman,feynman_I_6_2b,2,3,0.01,0.399*exp(-(theta - theta1)**2/(2*sigma**2))/sigma,994659,True,True,-0.160003662109375*exp((sin(sigma)*cos((theta - theta1)**0.5))**0.5)/sigma + 0.39898681640625*exp(-(theta - theta1)**2/(2*sigma**2))/sigma,2.49*exp(-(sin(sigma)*cos((theta - theta1)**0.5))**0.5 - (theta - theta1)**2/(2*sigma**2)),False,False,False,,False,0.159869496143438*exp((sin(sigma)*cos((theta - theta1)**0.5))**0.5)/sigma,19,0.16*exp((sin(sigma)*cos((theta - theta1)**0.5))**0.5)/sigma,19,inf,inf,0.0,0.0,False
14,PhySO,Feynman,feynman_I_6_2b,2,4,0.01,0.399*exp(-(theta - theta1)**2/(2*sigma**2))/sigma,997823,True,True,,,,,,Timeout,False,0.367229305822637/(sigma + 0.367879441171442*exp(theta - 2.04807250331016*theta1)),14,0.367/(sigma + 0.368*exp(theta - 2.05*theta1)),14,0.0010532969695939338,0.02123853236371454,0.703587425421144,0.7079664396493113,False
15,PhySO,Feynman,feynman_I_8_14,3,0,0.01,((x1 - x2)**2 + (y1 - y2)**2)**0.5,990329,True,True,,,,,,LowReward,False,(-0.106329003847927*x1*x2 - 0.0818146245120338*y2**2 - (-x1 + x2)**2)**0.5,21,1.0*I*(0.106*x1*x2 + 0.082*y2**2 + (x1 - x2)**2)**0.5,22,inf,inf,0.0,0.0,False
16,PhySO,Feynman,feynman_I_8_14,3,1,0.01,((x1 - x2)**2 + (y1 - y2)**2)**0.5,990175,True,True,,,,,,LowReward,False,1.75023256374115*((0.900534764915308*x1 - 0.900534764915308*x2)*(y1 - y2))**0.5,17,1.66111874672543*((x1 - x2)*(y1 - y2))**0.5,15,inf,inf,0.0,0.0,False
17,PhySO,Feynman,feynman_I_8_14,3,2,0.01,((x1 - x2)**2 + (y1 - y2)**2)**0.5,993558,True,True,,,,,,LowReward,False,(0.0880636179494302*x2**2 + 0.104022543936471*y1*y2 + (-y1 + y2)**2)**0.5,19,(0.088*x2**2 + 0.104*y1*y2 + (y1 - y2)**2)**0.5,19,0.5606776168821435,0.5777641640963648,0.4251255434049003,0.43152826658664023,False
18,PhySO,Feynman,feynman_I_8_14,3,3,0.01,((x1 - x2)**2 + (y1 - y2)**2)**0.5,991692,True,True,,,,,,LowReward,False,1.06515286578682*(0.0501316504804726*x1**2 + 0.0501316504804726*x2**2 + 0.0501316504804726*y2**2 + (x1 - x2)**2)**0.5,27,1.50605457985143*(0.525*x1**2 - x1*x2 + 0.525*x2**2 + 0.025*y2**2)**0.5,24,0.5573068861489392,0.5821968038106516,0.4372130175484017,0.4400548751096256,False
19,PhySO,Feynman,feynman_I_8_14,3,4,0.01,((x1 - x2)**2 + (y1 - y2)**2)**0.5,994226,True,True,0,1,True,True,True,,True,1.00016102449735*(-9.72299388662016e-6*x1**2 + 0.999678028775277*(x1 - x2)**2 + (y1 - 0.999839001427368*y2)**2)**0.5,26,((x1 - x2)**2 + (y1 - y2)**2)**0.5,17,inf,inf,0.0,0.0,False
20,PhySO,Feynman,feynman_I_9_18,4,0,0.01,G*m1*m2/((x1 - x2)**2 + (y1 - y2)**2 + (z1 - z2)**2),990127,True,True,G*m1*m2/((x1 - x2)**2 + (y1 - y2)**2 + (z1 - z2)**2) - 0.6639404296875*G*m1*m2*exp(z2/y1)/(x1*z1),1.506103515625*x1*z1*exp(-z2/y1)/((x1 - x2)**2 + (y1 - y2)**2 + (z1 - z2)**2),False,False,False,,False,0.663704768323306*G*m1*m2*exp(z2/y1)/(x1*z1),17,0.664*G*m1*m2*exp(z2/y1)/(x1*z1),17,0.002579496611619254,0.0362979691255533,0.8338777184407193,0.8330940734635188,False
21,PhySO,Feynman,feynman_I_9_18,4,1,0.01,G*m1*m2/((x1 - x2)**2 + (y1 - y2)**2 + (z1 - z2)**2),991871,True,True,G*m1*m2/((x1 - x2)**2 + (y1 - y2)**2 + (z1 - z2)**2) - 0.718017578125*G*m1*m2*(z1 + z2)/(x1*y1*z1),1.39*x1*y1*z1/((z1 + z2)*((x1 - x2)**2 + (y1 - y2)**2 + (z1 - z2)**2)),False,False,False,,False,0.718482839578383*G*m1*m2*(z1 + z2)/(x1*y1*z1),17,0.718*G*m1*m2*(z1 + z2)/(x1*y1*z1),17,0.002856208331065199,0.038488873848760485,0.8134150816439045,0.8137642556510634,False
22,PhySO,Feynman,feynman_I_9_18,4,2,0.01,G*m1*m2/((x1 - x2)**2 + (y1 - y2)**2 + (z1 - z2)**2),992918,True,True,G*m1*m2/((x1 - x2)**2 + (y1 - y2)**2 + (z1 - z2)**2) - 0.8370361328125*G*m1*m2/(x1*z1*sin(0.42*y1/z2)),1.2*x1*z1*sin(0.42*y1/z2)/((x1 - x2)**2 + (y1 - y2)**2 + (z1 - z2)**2),False,False,False,,False,0.837436554992587*G*m1*m2/(x1*z1*sin(0.419979900934245*y1/z2)),20,0.837*G*m1*m2/(x1*z1*sin(0.42*y1/z2)),20,0.0023768847190053554,0.03557718243271764,0.8428437049435216,0.8413003976612998,False
23,PhySO,Feynman,feynman_I_9_18,4,3,0.01,G*m1*m2/((x1 - x2)**2 + (y1 - y2)**2 + (z1 - z2)**2),991507,True,True,G*m1*m2/((x1 - x2)**2 + (y1 - y2)**2 + (z1 - z2)**2) - 2.3330078125*G*m1*m2*z2/(x1*y1*z1),0.429*x1*y1*z1/(z2*((x1 - x2)**2 + (y1 - y2)**2 + (z1 - z2)**2)),False,False,False,,False,2.33333279469303*G*m1*m2*z2/(x1*y1*z1),15,2.33*G*m1*m2*z2/(x1*y1*z1),15,0.002936794117610605,0.04040013541509276,0.8031472765823089,0.8070030334055461,False
24,PhySO,Feynman,feynman_I_9_18,4,4,0.01,G*m1*m2/((x1 - x2)**2 + (y1 - y2)**2 + (z1 - z2)**2),993838,True,True,G*m1*m2/((x1 - x2)**2 + (y1 - y2)**2 + (z1 - z2)**2) - 1.18701171875*G*m1*m2*(x2 + y2)/(x1*y1*z1),0.842*x1*y1*z1/((x2 + y2)*((x1 - x2)**2 + (y1 - y2)**2 + (z1 - z2)**2)),False,False,False,,False,1.18696663306901*G*m1*m2*(1.0*x2 + y2)/(x1*y1*z1),19,1.19*G*m1*m2*(x2 + y2)/(x1*y1*z1),17,0.00124855626054013,0.02581011645183575,0.9176583298620022,0.9171467620950146,False
25,PhySO,Feynman,feynman_I_10_7,5,0,0.01,m_0/(1 - v**2/c**2)**0.5,792947,True,False,0,1,True,True,True,,True,0.999730787988709*m_0/(0.999788346656793 - v**2/c**2)**0.5,15,m_0/(1 - v**2/c**2)**0.5,14,2.6412604456691404e-07,0.0004803696274829343,0.9999998201812387,0.9999998201717094,True
26,PhySO,Feynman,feynman_I_10_7,5,1,0.01,m_0/(1 - v**2/c**2)**0.5,990145,True,True,m_0/(1 - v**2/c**2)**0.5 + m_0*(1.2080078125*(1 - 0.686*exp(sin(0.685*v**2/c**2)))**0.5 - 1.677978515625),-c**1.0/((c**2 - v**2)**0.5*(1.2080078125*(1.0 - 0.686*exp(sin(0.685*v**2/c**2)))**0.5 - 1.677978515625)),False,False,False,,False,-m_0*(1.20842977797914*(1 - 0.684789610793557*exp(sin(0.684789610793557*v**2/c**2)))**0.5 - 0.678285574145747) + m_0,25,m_0*(1.68 - 1.21*(1.0 - 0.686*exp(sin(0.685*v**2/c**2)))**0.5),22,2.1583826003063876e-07,0.0002533961565466532,0.999999858822544,0.9999998507797933,True
27,PhySO,Feynman,feynman_I_10_7,5,2,0.01,m_0/(1 - v**2/c**2)**0.5,991444,True,True,m_0/(1 - v**2/c**2)**0.5 + 0.3499755859375*m_0*log(cos(3.77 + exp(-0.083*v**2/c**2))),-2.86/((1 - v**2/c**2)**0.5*log(cos(3.77 + exp(-0.083*v**2/c**2)))),False,False,False,,False,-0.350451958269536*m_0*log(cos(3.77010439043989 + exp(-0.08335376952533*v**2/c**2))),16,-0.35*m_0*log(cos(3.77 + exp(-0.083*v**2/c**2))),16,4.18962780427373e-07,0.0002336824287176621,0.9999997020594361,0.9999997099550628,True
28,PhySO,Feynman,feynman_I_10_7,5,3,0.01,m_0/(1 - v**2/c**2)**0.5,747875,True,False,0,1,True,True,True,,True,0.999992760051327*m_0/(1 - 0.999985520155071*v**2/c**2)**0.5,15,m_0/(1 - v**2/c**2)**0.5,14,7.213588776317825e-10,2.483885679214965e-05,0.999999999509015,0.9999999995105652,True
29,PhySO,Feynman,feynman_I_10_7,5,4,0.01,m_0/(1 - v**2/c**2)**0.5,990481,True,True,m_0/(1 - v**2/c**2)**0.5 - 0.4990234375*m_0/(sin(exp(0.595*v/c) + 0.595) - 0.4990234375),2.00390625*(sin(exp(0.595*v/c) + 0.595) - 0.4990234375)/(1 - v**2/c**2)**0.5,False,False,False,,False,-0.499399400000935*m_0/(0.499399400000935 - sin(exp(0.595463918290332*v**1.0/c**1.0) + 0.595463918290332)),21,0.499*m_0/(sin(exp(0.595*v/c) + 0.595) - 0.499),17,4.868762349845962e-07,0.0005619917334692612,0.9999996665396877,0.9999996717642547,True
30,PhySO,Feynman,feynman_I_11_19,6,0,0.01,x1*y1 + x2*y2 + x3*y3,991758,True,True,0,1,True,True,True,,True,x1*y1 + 0.0007715794859617*x2**2 + 0.999556355234332*x2*y2 + 0.999556355234332*x3*y3,17,x1*y1 + x2*y2 + x3*y3,10,2.2944075622817076e-05,0.003884789003837827,0.9999996997628696,0.9999996969800166,True
31,PhySO,Feynman,feynman_I_11_19,6,1,0.01,x1*y1 + x2*y2 + x3*y3,991928,True,True,-0.001007080078125*y2*y3,(x1*y1 + x2*y2 + x3*y3)/(x1*y1 + x2*y2 + x3*y3 + 0.001007080078125*y2*y3),True,True,True,,True,x1*y1 + x2*y2 + 0.998963298048507*x3*y3 + 0.0011654828834323*y2*y3,15,x1*y1 + x2*y2 + 0.999*x3*y3 + 0.00101*y2*y3,15,3.519492159414687e-05,0.00453581724133817,0.9999995439994513,0.9999995437860182,True
32,PhySO,Feynman,feynman_I_11_19,6,2,0.01,x1*y1 + x2*y2 + x3*y3,991003,True,True,0,1,True,True,True,,True,x1*y1 + x2*y2 + 0.998983030052966*x3*y3 + 0.0007269132987701*y1*y2,15,x1*y1 + x2*y2 + 0.999*x3*y3,11,4.731322824121865e-05,0.005347391888481366,0.9999993864723934,0.9999993904811049,True
33,PhySO,Feynman,feynman_I_11_19,6,3,0.01,x1*y1 + x2*y2 + x3*y3,998059,True,True,0.00201416015625*x1*(-x1 + y1),(x1*y1 + x2*y2 + x3*y3)/(0.00201416015625*x1**2 + 0.998046875*x1*y1 + x2*y2 + x3*y3),True,True,False,,True,0.0015385010970252*x1**2 + 0.998056305524258*x1*y1 + x2*y2 + x3*y3,16,0.00201*x1**2 + 0.998*x1*y1 + x2*y2 + x3*y3,16,7.365312626731118e-05,0.006993945951159011,0.9999990463909336,0.9999990528153737,True
34,PhySO,Feynman,feynman_I_11_19,6,4,0.01,x1*y1 + x2*y2 + x3*y3,995196,True,True,0,1,True,True,True,,True,0.999254716394099*x1*y1 + x2*y2 + x3*y3 + 0.0009608849653572*y1*y2,15,x1*y1 + x2*y2 + x3*y3,10,2.4693195988181724e-05,0.003793630724366697,0.9999996760125792,0.9999996819708418,True
35,PhySO,Feynman,feynman_I_12_1,7,0,0.01,Nn*mu,766101,True,False,0,1,True,True,True,,True,Nn*mu,3,Nn*mu,3,0.0,0.0,1.0,1.0,True
36,PhySO,Feynman,feynman_I_12_1,7,1,0.01,Nn*mu,992602,True,True,0,1,True,True,True,,True,Nn*(mu + (4.00872777878753e-11 + 0.000372446402598464/(1.0882489630196 - mu))*log(mu) + 0.0003422437468399),19,Nn*mu,3,0.0021911451344404733,0.0007311847155190637,0.9994728712322017,0.999995844829101,True
37,PhySO,Feynman,feynman_I_12_1,7,2,0.01,Nn*mu,757485,True,False,-0.00299072265625*Nn,mu/(mu + 0.00299072265625),True,True,True,,True,mu*(0.999442926184237*Nn + 0.002633231429711*Nn/mu),12,Nn*(mu + 0.00299),5,1.3823240990715044e-05,0.002918200868609834,0.9999994581616036,0.9999994554001259,True
38,PhySO,Feynman,feynman_I_12_1,7,3,0.01,Nn*mu,739396,True,False,0.001007080078125*Nn*sin(mu + exp(mu)),mu/(mu - 0.001007080078125*sin(mu + exp(mu))),True,True,True,,True,Nn*(0.999828789973599*mu - 0.00131871584747097*sin(mu + exp(mu))),13,Nn*(mu - 0.00101*sin(mu + exp(mu))),11,1.2120306812498407e-05,0.0027653699096779794,0.9999995310411957,0.9999995292632353,True
39,PhySO,Feynman,feynman_I_12_1,7,4,0.01,Nn*mu,990718,True,True,0,1,True,True,True,,True,0.999550715769623*Nn*(mu - 1.00074883773849) + Nn,8,Nn*mu,3,3.079553388416677e-05,0.004941192114764736,0.9999988063465297,0.9999988024695503,True
40,PhySO,Feynman,feynman_I_12_2,8,0,0.01,0.08*q1*q2/(epsilon*r**2),983377,True,False,0,1,True,True,True,,True,0.0795824412823155*q1*q2/(epsilon*r**2),10,0.08*q1*q2/(epsilon*r**2),10,4.2383963658246886e-11,3.6038665956172727e-06,0.999999994410312,0.9999999944628666,True
41,PhySO,Feynman,feynman_I_12_2,8,1,0.01,0.08*q1*q2/(epsilon*r**2),876506,True,False,0,1,True,True,True,,True,q2*(0.0795716130607805*q1/(epsilon*r**2) + 1.65169079762231e-5*q2/(epsilon*r**2)),21,0.08*q1*q2/(epsilon*r**2),10,3.8367116186314417e-10,9.526079870442932e-06,0.9999999496161855,0.999999950609214,True
42,PhySO,Feynman,feynman_I_12_2,8,2,0.01,0.08*q1*q2/(epsilon*r**2),844763,True,False,0,1,True,True,True,,True,0.0795872255227772*q1*q2/(epsilon*r**2),10,0.08*q1*q2/(epsilon*r**2),10,1.682509568803621e-10,7.053022608320057e-06,0.9999999785512875,0.9999999787551179,True
43,PhySO,Feynman,feynman_I_12_2,8,3,0.01,0.08*q1*q2/(epsilon*r**2),900261,True,False,0,1,True,True,True,,True,0.0795708094082168*q1*q2/(epsilon*r**2),10,0.08*q1*q2/(epsilon*r**2),10,7.875028401184606e-11,4.828250528297024e-06,0.9999999900126167,0.9999999900620088,True
44,PhySO,Feynman,feynman_I_12_2,8,4,0.01,0.08*q1*q2/(epsilon*r**2),806737,True,False,0,1,True,True,True,,True,0.0796247833258609*q1*q2*exp(-0.0004568424904608*q1/q2)/(epsilon*r**2),17,0.08*q1*q2/(epsilon*r**2),10,7.019777131031971e-10,1.3655404438911212e-05,0.999999907638349,0.9999999088586403,True
45,PhySO,Feynman,feynman_I_12_4,9,0,0.01,0.08*q1/(epsilon*r**2),776258,True,False,0,1,True,True,True,,True,0.0795624633537071*q1/(epsilon*r**2),9,0.08*q1/(epsilon*r**2),9,3.811255801096327e-11,3.6108253973167166e-06,0.9999999460738075,0.9999999460243207,True
46,PhySO,Feynman,feynman_I_12_4,9,1,0.01,0.08*q1/(epsilon*r**2),316471,True,False,0,1,True,True,True,,True,0.0795747510241897*q1/(epsilon*r**2),9,0.08*q1/(epsilon*r**2),9,1.2647714791321992e-12,6.550021122979293e-07,0.999999998225246,0.9999999982279787,True
47,PhySO,Feynman,feynman_I_12_4,9,2,0.01,0.08*q1/(epsilon*r**2),679051,True,False,0,1,True,True,True,,True,0.0795777887825349*q1/(epsilon*r**2),9,0.08*q1/(epsilon*r**2),9,1.7275252434949273e-14,7.64983546212206e-08,0.9999999999758801,0.9999999999760282,True
48,PhySO,Feynman,feynman_I_12_4,9,3,0.01,0.08*q1/(epsilon*r**2),398148,True,False,0,1,True,True,True,,True,0.0795564279036347*q1/(epsilon*r**2),9,0.08*q1/(epsilon*r**2),9,7.535669973193322e-11,5.093521837939297e-06,0.9999998943974455,0.9999998937916951,True
49,PhySO,Feynman,feynman_I_12_4,9,4,0.01,0.08*q1/(epsilon*r**2),750731,True,False,0,1,True,True,True,,True,0.0795757415736756*q1/(epsilon*r**2),9,0.08*q1/(epsilon*r**2),9,5.112531124963925e-13,4.1742453115252084e-07,0.9999999992786752,0.9999999992829343,True
50,PhySO,Feynman,feynman_I_12_5,10,0,0.01,Ef*q2,569979,True,False,0.0989990234375*Ef*q2,1.11,False,False,True,,True,0.90075128334665*Ef*q2,4,0.901*Ef*q2,4,1.050960238798691,0.8924305448700985,0.9592423325861279,0.9590761575149085,False
51,PhySO,Feynman,feynman_I_12_5,10,1,0.01,Ef*q2,404565,True,False,0,1,True,True,True,,True,1.00026113430277*Ef*q2,4,Ef*q2,3,7.29264128747538e-06,0.002355294959657457,0.9999997176335516,0.99999971975762,True
52,PhySO,Feynman,feynman_I_12_5,10,2,0.01,Ef*q2,519641,True,False,0,1,True,True,True,,True,0.999977804782375*Ef*q2,4,Ef*q2,3,5.262564473814333e-08,0.00019913283884313908,0.9999999979668294,0.999999997952976,True
53,PhySO,Feynman,feynman_I_12_5,10,3,0.01,Ef*q2,491667,True,False,0,1,True,True,True,,True,0.367981137632494*E*Ef*q2,5,Ef*q2,3,8.167923561141042e-06,0.0024948707012143276,0.9999996830056409,0.9999996837594219,True
54,PhySO,Feynman,feynman_I_12_5,10,4,0.01,Ef*q2,331073,True,False,0,1,True,True,True,,True,1.00025192383068*Ef*q2,4,Ef*q2,3,6.788393516130873e-06,0.0022689221081985656,0.9999997379561945,0.9999997371033974,True
55,PhySO,Feynman,feynman_I_12_11,11,0,0.01,q*(B*v*sin(theta) + Ef),991418,True,True,0,1,True,True,True,,True,1.00009426830643*B*q*v*sin(0.999982726503661*theta) + 0.999776949861428*Ef*q,14,q*(B*v*sin(theta) + Ef),9,7.828627579480442e-06,0.0020335397847523473,0.99999998844488,0.9999999884094374,True
56,PhySO,Feynman,feynman_I_12_11,11,1,0.01,q*(B*v*sin(theta) + Ef),993056,True,True,0,1,True,True,True,,True,B*q*v*sin(0.999855053483733*theta) + 0.999143937836911*Ef*q,13,q*(B*v*sin(theta) + Ef),9,7.054031356386574e-05,0.0064116409571207044,0.9999998961424711,0.9999998968029256,True
57,PhySO,Feynman,feynman_I_12_11,11,2,0.01,q*(B*v*sin(theta) + Ef),994387,True,True,0,1,True,True,True,,True,B*q*v*(sin(theta) + 0.0002124181496957) + 0.999287665036511*Ef*q,13,q*(B*v*sin(theta) + Ef),9,1.951183603089643e-05,0.0033616955739696665,0.9999999713039088,0.9999999713612625,True
58,PhySO,Feynman,feynman_I_12_11,11,3,0.01,q*(B*v*sin(theta) + Ef),993091,True,True,0,1,True,True,True,,True,1.00005749635282*B*q*v*sin(1.00002874776319*theta) + 1.00024233044355*Ef*q,14,q*(B*v*sin(theta) + Ef),9,7.65052686988782e-06,0.0020895277393241716,0.9999999889067872,0.9999999886476655,True
59,PhySO,Feynman,feynman_I_12_11,11,4,0.01,q*(B*v*sin(theta) + Ef),993088,True,True,0,1,True,True,True,,True,B*q*v*sin(0.999948970578915*theta) + 0.999616388452902*Ef*q,13,q*(B*v*sin(theta) + Ef),9,1.1301631035253569e-05,0.002618283565634895,0.9999999832053096,0.999999983522541,True
60,PhySO,Feynman,feynman_I_13_4,12,0,0.01,0.5*m*(u**2 + v**2 + w**2),991758,True,True,0,1,True,True,True,,True,0.499966418298595*m*u**2 + 0.500069120766526*m*v**2 + 0.500069120766526*m*w**2,19,0.5*m*(u**2 + v**2 + w**2),13,1.755403965521571e-05,0.003320092842934374,0.9999999747906276,0.9999999752938223,True
61,PhySO,Feynman,feynman_I_13_4,12,1,0.01,0.5*m*(u**2 + v**2 + w**2),993172,True,True,0,1,True,True,True,,True,0.500028225769915*m*u**2 + 0.500110209919033*m*v**2 + 0.500028225769915*m*w**2,19,0.5*m*(u**2 + v**2 + w**2),13,3.777651037052181e-05,0.0051627217901460305,0.9999999460746088,0.9999999464504544,True
