,algorithm,data_group,dataset,EQ NB,random_state,target_noise,true_model,# EVALUATIONS,STARTED,FINISHED,symbolic_error,symbolic_fraction,symbolic_error_is_zero,symbolic_error_is_constant,symbolic_fraction_is_constant,sympy_exception,symbolic_solution,symbolic_model,model_size,simplified_symbolic_model,simplified_complexity,mse_test,mae_test,r2_test,r2_zero_test,accuracy_solution
11,PhySO,Feynman,feynman_I_6_2b,2,1,0.001,0.399*exp(-(theta - theta1)**2/(2*sigma**2))/sigma,996104,True,True,-1/(2.0849609375*sigma - 1/cos(theta + 1)) + 0.39898681640625*exp(-(theta - theta1)**2/(2*sigma**2))/sigma,(0.831871926784515*sigma - 0.39898681640625/cos(theta + 1))*exp(-(theta - theta1)**2/(2*sigma**2))/sigma,False,False,False,,False,1/(2.0852857676871*sigma - 1/cos(theta + 1.0)),14.0,1/(2.08*sigma - 1/cos(theta + 1)),14.0,0.0010579658654791596,inf,0.7080935781347364,0.7085855343345911,False
12,PhySO,Feynman,feynman_I_6_2b,2,2,0.001,0.399*exp(-(theta - theta1)**2/(2*sigma**2))/sigma,997551,True,True,,,,,,Timeout,False,-0.0493454332796033 + 0.144182941474035*exp(-sin(log(-0.342241826773173/(sigma*theta))/sigma)/sigma),24.0,-0.049 + 0.144*exp(-sin(log(-0.342/(sigma*theta))/sigma)/sigma),24.0,inf,inf,0.0,0.0,False
13,PhySO,Feynman,feynman_I_6_2b,2,3,0.001,0.399*exp(-(theta - theta1)**2/(2*sigma**2))/sigma,849398,True,False,-(1.22998046875 - exp(-0.18*cos(theta - theta1)))/sigma + 0.39898681640625*exp(-(theta - theta1)**2/(2*sigma**2))/sigma,0.39898681640625*exp(-(theta - theta1)**2/(2*sigma**2))/(1.22998046875 - exp(-0.18*cos(theta - theta1))),False,False,False,,False,(1.22980635803092 - exp(-0.17998822300276*cos(1.0*theta - 1.0*theta1)))/sigma,19.0,(1.23 - exp(-0.18*cos(theta - theta1)))/sigma,17.0,0.00036277244934488387,inf,0.9006944074828144,0.8989109233538122,False
14,PhySO,Feynman,feynman_I_6_2b,2,4,0.001,0.399*exp(-(theta - theta1)**2/(2*sigma**2))/sigma,996762,True,True,0.39898681640625*exp(-(theta - theta1)**2/(2*sigma**2))/sigma - 1.215087890625/(sigma*(theta - log(sigma) + 3.63916015625/theta)),(0.328*theta*(theta - log(sigma)) + 1.19365519285202)*exp(-(theta - theta1)**2/(2*sigma**2))/theta,False,False,False,,False,-1.21501215052762/(sigma*(-theta + log(sigma) - 3.63879294908862/theta)),18.0,1.22/(sigma*(theta - log(sigma) + 3.64/theta)),18.0,0.0011029151554642438,inf,0.6996936316137351,0.7025057935424821,False
15,PhySO,Feynman,feynman_I_8_14,3,0,0.001,((x1 - x2)**2 + (y1 - y2)**2)**0.5,992948,True,True,,,,,,LowReward,False,(0.407161557084604*x1**2 - 0.438594395987161*x2**2 + (y1 - y2)**2)**0.5,20.0,(0.407*x1**2 - 0.439*x2**2 + (y1 - y2)**2)**0.5,20.0,inf,inf,0.0,0.0,False
16,PhySO,Feynman,feynman_I_8_14,3,1,0.001,((x1 - x2)**2 + (y1 - y2)**2)**0.5,993662,True,True,,,,,,LowReward,False,1.37795718097255*(0.0449353565666643*x2**2 + 0.526657841935511*y1**2 - y1*y2 + 0.526657841935511*y2**2)**0.5,24.0,1.38*(0.045*x2**2 + 0.527*y1**2 - y1*y2 + 0.527*y2**2)**0.5,24.0,0.5639190721560341,inf,0.424773826118498,0.4256649073106724,False
17,PhySO,Feynman,feynman_I_8_14,3,2,0.001,((x1 - x2)**2 + (y1 - y2)**2)**0.5,990565,True,True,,,,,,LowReward,False,1.37357276931689*(-0.0420450836695803*x1**2 - 0.530025366546185*y1**2 + y1*y2 - 0.530025366546185*y2**2)**0.5,23.0,1.37*(-0.042*x1**2 - 0.53*y1**2 + y1*y2 - 0.53*y2**2)**0.5,23.0,inf,inf,0.0,0.0,False
18,PhySO,Feynman,feynman_I_8_14,3,3,0.001,((x1 - x2)**2 + (y1 - y2)**2)**0.5,993722,True,True,-((2.72900390625*x1 - 2.77099609375*x2)*(y1 - y2))**0.5 + ((x1 - x2)**2 + (y1 - y2)**2)**0.5,((x1 - x2)**2 + (y1 - y2)**2)**0.5/((2.72900390625*x1 - 2.77099609375*x2)*(y1 - y2))**0.5,False,False,False,,False,((-2.72923064241225*x1 + 2.77101890531369*x2)*(-y1 + y2))**0.5,15.0,((2.73*x1 - 2.77*x2)*(y1 - y2))**0.5,15.0,inf,inf,0.0,0.0,False
19,PhySO,Feynman,feynman_I_8_14,3,4,0.001,((x1 - x2)**2 + (y1 - y2)**2)**0.5,994104,True,True,,,,,,LowReward,False,1.069814692765*(0.0609999831165172*x2**2 + 0.0916401784649755*y1**2 + (0.934741321803533*y1 - y2)**2)**0.5,24.0,1.07*(0.061*x2**2 + 0.092*y1**2 + (0.935*y1 - y2)**2)**0.5,24.0,0.5526371464193902,inf,0.43759109893388404,0.437091703758382,False
20,PhySO,Feynman,feynman_I_9_18,4,0,0.001,G*m1*m2/((x1 - x2)**2 + (y1 - y2)**2 + (z1 - z2)**2),991272,True,True,G*m1*m2/((x1 - x2)**2 + (y1 - y2)**2 + (z1 - z2)**2) - 1.18994140625*G*m1*m2*(0.9959716796875*y2 + z2)/(x1*y1*z1),0.84*x1*y1*z1/((0.9959716796875*y2 + z2)*((x1 - x2)**2 + (y1 - y2)**2 + (z1 - z2)**2)),False,False,False,,False,1.19000162741196*G*m1*m2*(0.996173923488137*y2 + z2)/(x1*y1*z1),19.0,1.19*G*m1*m2*(0.996*y2 + z2)/(x1*y1*z1),19.0,0.0012299539955566074,inf,0.9173317681370693,0.9174970486322414,False
21,PhySO,Feynman,feynman_I_9_18,4,1,0.001,G*m1*m2/((x1 - x2)**2 + (y1 - y2)**2 + (z1 - z2)**2),992641,True,True,G*m1*m2/((x1 - x2)**2 + (y1 - y2)**2 + (z1 - z2)**2) - 1.18896484375*G*m1*m2*(x2 + z2)/(x1*y1*z1),0.841*x1*y1*z1/((x2 + z2)*((x1 - x2)**2 + (y1 - y2)**2 + (z1 - z2)**2)),False,False,False,,False,-1.18854932397761*G*m1*m2*(-x2 - z2)/(x1*y1*z1),21.0,1.19*G*m1*m2*(x2 + z2)/(x1*y1*z1),17.0,0.0012565233789151922,inf,0.9181817684733575,0.9181406195652742,False
22,PhySO,Feynman,feynman_I_9_18,4,2,0.001,G*m1*m2/((x1 - x2)**2 + (y1 - y2)**2 + (z1 - z2)**2),990967,True,True,G*m1*m2/((x1 - x2)**2 + (y1 - y2)**2 + (z1 - z2)**2) - 1.18896484375*G*m1*m2*(x2 + y2)/(x1*y1*z1),0.841*x1*y1*z1/((x2 + y2)*((x1 - x2)**2 + (y1 - y2)**2 + (z1 - z2)**2)),False,False,False,,False,1.18850094945902*G*m1*m2*(x2 + y2)/(x1*y1*z1),17.0,1.19*G*m1*m2*(x2 + y2)/(x1*y1*z1),17.0,0.0012437377036656416,inf,0.9175134855178642,0.9175455097098818,False
23,PhySO,Feynman,feynman_I_9_18,4,3,0.001,G*m1*m2/((x1 - x2)**2 + (y1 - y2)**2 + (z1 - z2)**2),990251,True,True,G*m1*m2/((x1 - x2)**2 + (y1 - y2)**2 + (z1 - z2)**2) - 1.47509765625*G*m1*m2*(x2 + 0.26202392578125*y1)/(x1*y1*z1),0.677978515625*x1*y1*z1/((x2 + 0.26202392578125*y1)*((x1 - x2)**2 + (y1 - y2)**2 + (z1 - z2)**2)),False,False,False,,False,1.47540978543176*G*m1*m2*(x2 + 0.261785413190507*y1)/(x1*y1*z1),19.0,1.48*G*m1*m2*(x2 + 0.262*y1)/(x1*y1*z1),19.0,0.0023643902723301073,inf,0.8440361534920982,0.8408486438206564,False
24,PhySO,Feynman,feynman_I_9_18,4,4,0.001,G*m1*m2/((x1 - x2)**2 + (y1 - y2)**2 + (z1 - z2)**2),991213,True,True,G*m1*m2/((x1 - x2)**2 + (y1 - y2)**2 + (z1 - z2)**2) - G*m1*m2*x2*(y1 + 3.005859375*y2)/(x1*y1**2*z1),x1*y1**2*z1/(x2*(y1 + 3.005859375*y2)*((x1 - x2)**2 + (y1 - y2)**2 + (z1 - z2)**2)),False,False,False,,False,G*m1*m2*x2*(y1 + 3.00553196174233*y2)/(x1*y1**2*z1),19.0,G*m1*m2*x2*(y1 + 3.01*y2)/(x1*y1**2*z1),19.0,0.002032096253613665,inf,0.8633441358176666,0.8639387061707137,False
25,PhySO,Feynman,feynman_I_10_7,5,0,0.001,m_0/(1 - v**2/c**2)**0.5,992164,True,True,-m_0/(-1 + v**2/c**2)**0.5 + m_0/(1 - v**2/c**2)**0.5,(-c**2 + v**2)**0.5/(c**2 - v**2)**0.5,False,False,False,,False,0.999996205034881*m_0/(0.291924366028243*log(exp(3.42554482041164*v**2/c**2) - 9.07454143775133e-5) - 1)**0.5,21.0,0.999883857491113*m_0/(-0.999767728471308 + v**2/c**2)**0.5,14.0,inf,inf,0.0,0.0,False
26,PhySO,Feynman,feynman_I_10_7,5,1,0.001,m_0/(1 - v**2/c**2)**0.5,990839,True,True,0,1,True,True,True,,True,1.00000456605716*m_0/(1.0 - 0.999871968591213*v**2/c**2)**0.5,15.0,m_0/(1 - v**2/c**2)**0.5,14.0,5.589647677610574e-10,inf,0.9999999996242135,0.9999999996279344,True
27,PhySO,Feynman,feynman_I_10_7,5,2,0.001,m_0/(1 - v**2/c**2)**0.5,990309,True,True,0,1,True,True,True,,True,0.999877260742511*m_0/(0.999781128494865 - v**2/c**2)**0.5,15.0,m_0/(1 - v**2/c**2)**0.5,14.0,1.5892700599941596e-09,inf,0.9999999989301857,0.9999999989376943,True
28,PhySO,Feynman,feynman_I_10_7,5,3,0.001,m_0/(1 - v**2/c**2)**0.5,991945,True,True,0,1,True,True,True,,True,0.99987545099381*m_0/(0.999768155786089 - v**2/c**2)**0.499955601084559,15.0,m_0/(1 - v**2/c**2)**0.5,14.0,8.179355705732768e-10,inf,0.999999999447232,0.9999999994439587,True
29,PhySO,Feynman,feynman_I_10_7,5,4,0.001,m_0/(1 - v**2/c**2)**0.5,992907,True,True,0,1,True,True,True,,True,1.00001076709072*m_0/(1 - 0.999971478241311*v**2/c**2)**0.5,15.0,m_0/(1 - v**2/c**2)**0.5,14.0,1.012492178386313e-09,inf,0.9999999993121915,0.9999999993157147,True
30,PhySO,Feynman,feynman_I_11_19,6,0,0.001,x1*y1 + x2*y2 + x3*y3,995463,True,True,0,1,True,True,True,,True,x1*y1 + 7.63302349536616e-5*x2**2 + 0.999955920996449*x2*y2 + 0.999955920996449*x3*y3,17.0,x1*y1 + x2*y2 + x3*y3,10.0,2.2613210064851335e-07,inf,0.9999999970888925,0.9999999970601118,True
31,PhySO,Feynman,feynman_I_11_19,6,1,0.001,x1*y1 + x2*y2 + x3*y3,991982,True,True,0,1,True,True,True,,True,-9.47590260098137e-5*x1*x3 + 1.00009455782393*x1*y1 + x2*y2 + x3*y3,15.0,x1*y1 + x2*y2 + x3*y3,10.0,2.467118277306962e-07,inf,0.9999999967827806,0.9999999967982202,True
32,PhySO,Feynman,feynman_I_11_19,6,2,0.001,x1*y1 + x2*y2 + x3*y3,996232,True,True,0,1,True,True,True,,True,x1*y1 + x2*y2 + 0.99989822266075*x3*y3 + 7.27974981606281e-5*y1*y2,15.0,x1*y1 + x2*y2 + x3*y3,10.0,4.67878278322535e-07,inf,0.9999999939482195,0.9999999938908259,True
33,PhySO,Feynman,feynman_I_11_19,6,3,0.001,x1*y1 + x2*y2 + x3*y3,995020,True,True,0,1,True,True,True,,True,0.0001530877693771*x1**2 + 0.999807565114516*x1*y1 + x2*y2 + x3*y3,16.0,x1*y1 + x2*y2 + x3*y3,10.0,7.258593564847685e-07,inf,0.9999999907015839,0.9999999907166126,True
34,PhySO,Feynman,feynman_I_11_19,6,4,0.001,x1*y1 + x2*y2 + x3*y3,996844,True,True,0,1,True,True,True,,True,x1*y1 - 0.0001050244124569*x2*x3 + 1.00011153093614*x2*y2 + x3*y3,15.0,x1*y1 + x2*y2 + x3*y3,10.0,3.2655793245024925e-07,inf,0.9999999957136072,0.9999999957920622,True
35,PhySO,Feynman,feynman_I_12_1,7,0,0.001,Nn*mu,991434,True,True,0,1,True,True,True,,True,(mu + 9.69840768684385e-6)/(-1.20806493512567e-6/(Nn*mu - Nn) + 1/Nn),21.0,Nn*mu,3.0,3.028767718231492e-06,inf,0.9999999890924732,0.9999999147265223,True
36,PhySO,Feynman,feynman_I_12_1,7,1,0.001,Nn*mu,992668,True,True,0,1,True,True,True,,True,Nn*(mu - sin(2.34010351834948e-6/log(mu - 1.0)) + 4.17485320901638e-6),16.0,Nn*mu,3.0,2.385068617768549e-07,inf,0.9999999367539851,0.9999996376368138,True
37,PhySO,Feynman,feynman_I_12_1,7,2,0.001,Nn*mu,990635,True,True,0,1,True,True,True,,True,0.999867860290794*mu*(Nn + 0.000527889861810372*Nn/mu),11.0,Nn*mu,3.0,4.1995472245481135e-07,inf,0.9999999837105841,0.9999999837345795,True
38,PhySO,Feynman,feynman_I_12_1,7,3,0.001,Nn*mu,992908,True,True,0,1,True,True,True,,True,mu*(-5.30007664513669e-5*Nn*cos(133.177941511007*mu) + Nn),11.0,Nn*mu,3.0,1.5038316126920658e-07,inf,0.9999999941908155,0.9999999942170534,True
39,PhySO,Feynman,feynman_I_12_1,7,4,0.001,Nn*mu,991953,True,True,0,1,True,True,True,,True,-mu*(-Nn - 9.01298531305471e-6/(-mu**2/Nn + 1.18839510577812/Nn)),25.0,Nn*mu,3.0,5.575076654204782e-06,inf,0.9999325883528141,0.9999933286255424,True
40,PhySO,Feynman,feynman_I_12_2,8,0,0.001,0.08*q1*q2/(epsilon*r**2),990377,True,True,0,1,True,True,True,,True,0.0795779679446012*q1*q2/(epsilon*r**2),10.0,0.08*q1*q2/(epsilon*r**2),10.0,4.382265427517334e-13,inf,0.9999999999446223,0.9999999999446936,True
41,PhySO,Feynman,feynman_I_12_2,8,1,0.001,0.08*q1*q2/(epsilon*r**2),991527,True,True,0,1,True,True,True,,True,-0.0795774904678499*q2*(-q1 - 1.40692017377579e-5*q2)/(epsilon*r**2),16.0,0.08*q1*q2/(epsilon*r**2),10.0,3.328221994379036e-12,inf,0.9999999995788285,0.9999999995702709,True
42,PhySO,Feynman,feynman_I_12_2,8,2,0.001,0.08*q1*q2/(epsilon*r**2),991341,True,True,0,1.01,True,True,True,,True,0.282099972207457*q1*q2*(0.282099972207457 - 6.88270616472782e-6*q2/q1)/(epsilon*r**2),18.0,0.0795*q1*q2/(epsilon*r**2),10.0,2.8215635692415813e-12,inf,0.9999999996315002,0.999999999628551,True
43,PhySO,Feynman,feynman_I_12_2,8,3,0.001,0.08*q1*q2/(epsilon*r**2),991003,True,True,0,1,True,True,True,,True,0.0795773839587389*q1*q2/(epsilon*r**2),10.0,0.08*q1*q2/(epsilon*r**2),10.0,1.3738424491098373e-14,inf,0.9999999999982827,0.9999999999982796,True
44,PhySO,Feynman,feynman_I_12_2,8,4,0.001,0.08*q1*q2/(epsilon*r**2),991642,True,True,0,1,True,True,True,,True,q1*(-3.45731062535021e-6*q1/(epsilon*r) + 0.0795819911350961*q2/(epsilon*r))/r,24.0,0.08*q1*q2/(epsilon*r**2),10.0,6.527037974421122e-12,inf,0.9999999991779781,0.9999999991680627,True
45,PhySO,Feynman,feynman_I_12_4,9,0,0.001,0.08*q1/(epsilon*r**2),990679,True,True,0,1,True,True,True,,True,0.0795767960508681*q1/(epsilon*r**2),9.0,0.08*q1/(epsilon*r**2),9.0,7.859818856966685e-14,inf,0.999999999890738,0.9999999998909768,True
46,PhySO,Feynman,feynman_I_12_4,9,1,0.001,0.08*q1/(epsilon*r**2),991167,True,True,0,1,True,True,True,,True,0.079577287056394*q1/(epsilon*r**2),9.0,0.08*q1/(epsilon*r**2),9.0,5.837741944385182e-15,inf,0.9999999999918372,0.9999999999918063,True
47,PhySO,Feynman,feynman_I_12_4,9,2,0.001,0.08*q1/(epsilon*r**2),991710,True,True,0,1,True,True,True,,True,0.0795773486384599*q1/(epsilon*r**2),9.0,0.08*q1/(epsilon*r**2),9.0,2.5435247664805116e-15,inf,0.9999999999963656,0.9999999999963776,True
48,PhySO,Feynman,feynman_I_12_4,9,3,0.001,0.08*q1/(epsilon*r**2),990716,True,True,0,1,True,True,True,,True,0.0795758433959945*q1/(epsilon*r**2),9.0,0.08*q1/(epsilon*r**2),9.0,4.3831973725645064e-13,inf,0.9999999993603585,0.9999999993623564,True
49,PhySO,Feynman,feynman_I_12_4,9,4,0.001,0.08*q1/(epsilon*r**2),990611,True,True,0,1,True,True,True,,True,0.0795772593559608*q1/(epsilon*r**2),9.0,0.08*q1/(epsilon*r**2),9.0,7.850368611552675e-15,inf,0.9999999999892458,0.9999999999892121,True
50,PhySO,Feynman,feynman_I_12_5,10,0,0.001,Ef*q2,992673,True,True,0,1,True,True,True,,True,1.00100652397366*Ef*q2,4.0,1.0*Ef*q2,4.0,0.00010895998778259896,inf,0.9999958079414086,0.9999957886023041,True
51,PhySO,Feynman,feynman_I_12_5,10,1,0.001,Ef*q2,991776,True,True,0,1,True,True,True,,True,1.0*Ef*q2,4.0,Ef*q2,3.0,0.0,inf,1.0,1.0,True
52,PhySO,Feynman,feynman_I_12_5,10,2,0.001,Ef*q2,990334,True,True,0,1,True,True,True,,True,1.00020022574532*Ef*q2,4.0,Ef*q2,3.0,4.290674579905374e-06,inf,0.9999998336660809,0.9999998334355239,True
53,PhySO,Feynman,feynman_I_12_5,10,3,0.001,Ef*q2,990470,True,True,0,1,True,True,True,,True,0.999863237595072*Ef*q2,4.0,Ef*q2,3.0,2.0038537674660033e-06,inf,0.9999999223306613,0.9999999225631211,True
54,PhySO,Feynman,feynman_I_12_5,10,4,0.001,Ef*q2,990930,True,True,0,1,True,True,True,,True,1.00005511321211*Ef*q2,4.0,Ef*q2,3.0,3.2543525616691084e-07,inf,0.9999999874426745,0.9999999873213584,True
55,PhySO,Feynman,feynman_I_12_11,11,0,0.001,q*(B*v*sin(theta) + Ef),990917,True,True,0,1,True,True,True,,True,q*(1.00000942511444*B*v*sin(0.999998276075338*theta) + 0.999977702256245*Ef),14.0,q*(B*v*sin(theta) + Ef),9.0,7.732491883514784e-08,inf,0.999999999885265,0.9999999998847551,True
56,PhySO,Feynman,feynman_I_12_11,11,1,0.001,q*(B*v*sin(theta) + Ef),990034,True,True,0,1,True,True,True,,True,B*q*v*(sin(0.999982691627822*theta) - 1.54986733394359e-5) + 0.9999480757822*Ef*q,15.0,q*(B*v*sin(theta) + Ef),9.0,7.378619752589611e-07,inf,0.9999999989103018,0.9999999989118139,True
57,PhySO,Feynman,feynman_I_12_11,11,2,0.001,q*(B*v*sin(theta) + Ef),992500,True,True,0,1,True,True,True,,True,1.00000458637685*B*q*v*sin(theta) + 0.999983149277435*Ef*q,12.0,q*(B*v*sin(theta) + Ef),9.0,4.181808776859262e-08,inf,0.9999999999388646,0.9999999999386342,True
58,PhySO,Feynman,feynman_I_12_11,11,3,0.001,q*(B*v*sin(theta) + Ef),992765,True,True,0,1,True,True,True,,True,1.00000909459352*B*q*v*sin(theta) + Ef*q,11.0,q*(B*v*sin(theta) + Ef),9.0,5.4026576654004967e-08,inf,0.999999999920725,0.9999999999206087,True
59,PhySO,Feynman,feynman_I_12_11,11,4,0.001,q*(B*v*sin(theta) + Ef),991094,True,True,0,1,True,True,True,,True,Ef*q + (B*q*v - 5.10579273629123e-5*Ef*q*sin(theta))*sin(theta),18.0,q*(B*v*sin(theta) + Ef),9.0,1.326105505894889e-07,inf,0.9999999998038872,0.9999999998041051,True
60,PhySO,Feynman,feynman_I_13_4,12,0,0.001,0.5*m*(u**2 + v**2 + w**2),992945,True,True,0,1,True,True,True,,True,0.499989283155189*m*u**2 + 0.500031549656133*m*v**2 + 0.499989283155189*m*w**2,19.0,0.5*m*(u**2 + v**2 + w**2),13.0,7.389047239234858e-07,inf,0.999999998963774,0.9999999989429761,True
61,PhySO,Feynman,feynman_I_13_4,12,1,0.001,0.5*m*(u**2 + v**2 + w**2),994788,True,True,0,1,True,True,True,,True,0.500011620259846*m*u**2 + 0.500011620259846*m*v**2 + 0.499993445827878*m*w**2,19.0,0.5*m*(u**2 + v**2 + w**2),13.0,4.650264500631483e-07,inf,0.9999999993325783,0.9999999993265359,True
62,PhySO,Feynman,feynman_I_13_4,12,2,0.001,0.5*m*(u**2 + v**2 + w**2),994786,True,True,0,1,True,True,True,,True,0.50003601343187*m*w**2 + 0.4999959086431*m*(u**2 + v**2),17.0,0.5*m*(u**2 + v**2 + w**2),13.0,1.5474502855259573e-06,inf,0.9999999978248192,0.9999999977938091,True
63,PhySO,Feynman,feynman_I_13_4,12,3,0.001,0.5*m*(u**2 + v**2 + w**2),995068,True,True,0,1,True,True,True,,True,0.499999050005925*m*u**2 + 0.499999050005925*m*v**2 + 0.499999050005925*m*w**2,19.0,0.5*m*(u**2 + v**2 + w**2),13.0,1.0402144485132136e-08,inf,0.9999999999852441,0.999999999985242,True
64,PhySO,Feynman,feynman_I_13_4,12,4,0.001,0.5*m*(u**2 + v**2 + w**2),991692,True,True,0,1,True,True,True,,True,0.499995030550758*m*u**2 + 0.500016272097541*m*v**2 + 0.499995030550758*m*w**2,19.0,0.5*m*(u**2 + v**2 + w**2),13.0,2.0434225068747796e-07,inf,0.9999999997048168,0.9999999997098405,True
