,algorithm,data_group,dataset,EQ NB,random_state,target_noise,true_model,# EVALUATIONS,STARTED,FINISHED,symbolic_error,symbolic_fraction,symbolic_error_is_zero,symbolic_error_is_constant,symbolic_fraction_is_constant,sympy_exception,symbolic_solution,symbolic_model,model_size,simplified_symbolic_model,simplified_complexity,mse_test,mae_test,r2_test,r2_zero_test,accuracy_solution
10,PhySO,Feynman,feynman_I_6_2b,2,0,0.0,0.399*exp(-(theta - theta1)**2/(2*sigma**2))/sigma,994681,True,True,-1/(sigma/((theta - theta1)**0.5 - 2.208984375) - 1)**2 + 0.39898681640625*exp(-(theta - theta1)**2/(2*sigma**2))/sigma,0.39898681640625*(sigma/((theta - theta1)**0.5 - 2.208984375) - 1)**2*exp(-(theta - theta1)**2/(2*sigma**2))/sigma,False,False,False,,False,(-1.0*sigma/((theta - theta1)**0.5 - 2.20875896511807) + 1.0)**(-2),18,(sigma/((theta - theta1)**0.5 - 2.21) - 1)**(-2),17,inf,inf,0.0,0.0,False
11,PhySO,Feynman,feynman_I_6_2b,2,1,0.0,0.399*exp(-(theta - theta1)**2/(2*sigma**2))/sigma,996693,True,True,-1/(2.0849609375*sigma - 1/cos(theta + 1)) + 0.39898681640625*exp(-(theta - theta1)**2/(2*sigma**2))/sigma,(0.831871926784515*sigma - 0.39898681640625/cos(theta + 1))*exp(-(theta - theta1)**2/(2*sigma**2))/sigma,False,False,False,,False,1/(2.08527226584684*sigma - 1/cos(theta + 1.0)),14,1/(2.08*sigma - 1/cos(theta + 1)),14,0.0010607479816484506,inf,0.7090390757968397,0.7063514592944256,False
12,PhySO,Feynman,feynman_I_6_2b,2,2,0.0,0.399*exp(-(theta - theta1)**2/(2*sigma**2))/sigma,997715,True,True,-exp(-1.22*(sigma - 0.156 + 0.232/(sigma*theta))**0.5) + 0.39898681640625*exp(-(theta - theta1)**2/(2*sigma**2))/sigma,0.39898681640625*exp(-(theta - theta1)**2/(2*sigma**2))*exp(1.22*(sigma - 0.156 + 0.232/(sigma*theta))**0.5)/sigma,False,False,False,,False,exp(-1.21903766236011*(sigma - 0.155934159496205 + 0.231726397804892/(sigma*theta))**0.5),16,exp(-1.22*(sigma - 0.156 + 0.232/(sigma*theta))**0.5),16,0.0011458402211565308,inf,0.683593237084283,0.6871182555461413,False
13,PhySO,Feynman,feynman_I_6_2b,2,3,0.0,0.399*exp(-(theta - theta1)**2/(2*sigma**2))/sigma,994524,True,True,-(1.22998046875 - exp(-0.18*cos(theta - theta1)))/sigma + 0.39898681640625*exp(-(theta - theta1)**2/(2*sigma**2))/sigma,0.39898681640625*exp(-(theta - theta1)**2/(2*sigma**2))/(1.22998046875 - exp(-0.18*cos(theta - theta1))),False,False,False,,False,(1.22979839827609 - exp(-0.180003149887605*cos(1.0*theta - 1.0*theta1)))/sigma,19,(1.23 - exp(-0.18*cos(theta - theta1)))/sigma,17,0.0003607816417488242,inf,0.8982194917615824,0.8993540487300039,False
14,PhySO,Feynman,feynman_I_6_2b,2,4,0.0,0.399*exp(-(theta - theta1)**2/(2*sigma**2))/sigma,998528,True,True,-(0.44500732421875 - 0.1300048828125/sigma)*cos(0.445/theta)/sigma + 0.39898681640625*exp(-(theta - theta1)**2/(2*sigma**2))/sigma,0.39898681640625*exp(-(theta - theta1)**2/(2*sigma**2))/((0.44500732421875 - 0.1300048828125/sigma)*cos(0.445/theta)),False,False,False,,False,(0.445103665676238 - 0.130152639750344/sigma)*cos(0.445103665676238/theta)/sigma,17,(0.445 - 0.13/sigma)*cos(0.445/theta)/sigma,17,0.001133694808757802,inf,0.6919774717469349,0.6904140464055322,False
15,PhySO,Feynman,feynman_I_8_14,3,0,0.0,((x1 - x2)**2 + (y1 - y2)**2)**0.5,992407,True,True,-(-(2.7861328125*x1 - 2.69189453125*x2)*(y1 - y2))**0.5 + ((x1 - x2)**2 + (y1 - y2)**2)**0.5,((x1 - x2)**2 + (y1 - y2)**2)**0.5/(-(2.7861328125*x1 - 2.69189453125*x2)*(y1 - y2))**0.5,False,False,False,,False,((-2.78588628853398*x1 + 2.69217070318703*x2)*(y1 - y2))**0.5,15,(-(2.79*x1 - 2.69*x2)*(y1 - y2))**0.5,16,inf,inf,0.0,0.0,False
16,PhySO,Feynman,feynman_I_8_14,3,1,0.0,((x1 - x2)**2 + (y1 - y2)**2)**0.5,994234,True,True,,,,,,LowReward,False,(0.0880651690277557*x2**2 + 0.0898333633599745*y1**2 + (-y1 + y2)**2)**0.5,20,(0.088*x2**2 + 0.09*y1**2 + (y1 - y2)**2)**0.5,20,0.572011175478251,inf,0.4215166693876605,0.42516040979846437,False
17,PhySO,Feynman,feynman_I_8_14,3,2,0.0,((x1 - x2)**2 + (y1 - y2)**2)**0.5,993917,True,True,0,1,True,True,True,,True,(1.0*(-x1 + x2)**2 + 1.0*(-y1 + y2)**2)**0.5,21,((x1 - x2)**2 + (y1 - y2)**2)**0.5,17,0.0,inf,1.0,1.0,True
18,PhySO,Feynman,feynman_I_8_14,3,3,0.0,((x1 - x2)**2 + (y1 - y2)**2)**0.5,991788,True,True,,,,,,LowReward,False,1.05297872001678*(0.0798267267219184*x2**2 + 0.0798267267219184*y2**2 + (-x1 + 0.949686808470421*x2)**2)**0.5,24,1.05*(0.08*x2**2 + 0.08*y2**2 + (x1 - 0.95*x2)**2)**0.5,22,0.558409353686694,inf,0.4337478153820977,0.4388480287457195,False
19,PhySO,Feynman,feynman_I_8_14,3,4,0.0,((x1 - x2)**2 + (y1 - y2)**2)**0.5,992860,True,True,0,1,True,True,True,,True,(1.0*(-x1 + x2)**2 + (y1 - y2)**2)**0.5,19,((x1 - x2)**2 + (y1 - y2)**2)**0.5,17,0.0,inf,1.0,1.0,True
20,PhySO,Feynman,feynman_I_9_18,4,0,0.0,G*m1*m2/((x1 - x2)**2 + (y1 - y2)**2 + (z1 - z2)**2),993928,True,True,G*m1*m2/((x1 - x2)**2 + (y1 - y2)**2 + (z1 - z2)**2) - 2.39599609375*G*m1*m2*x2**0.5*z2**0.5/(x1*y1*z1),0.417*x1*y1*z1/(x2**0.5*z2**0.5*((x1 - x2)**2 + (y1 - y2)**2 + (z1 - z2)**2)),False,False,False,,False,2.39645324583797*G**1.0*m1**1.0*m2**1.0*x2**0.5*z2**0.5/(x1**1.0*y1**1.0*z1**1.0),26,2.4*G*m1*m2*x2**0.5*z2**0.5/(x1*y1*z1),20,0.001201488383269824,inf,0.9203536964731095,0.9203088401739244,False
21,PhySO,Feynman,feynman_I_9_18,4,1,0.0,G*m1*m2/((x1 - x2)**2 + (y1 - y2)**2 + (z1 - z2)**2),990816,True,True,G*m1*m2/((x1 - x2)**2 + (y1 - y2)**2 + (z1 - z2)**2) - 0.718017578125*G*m1*m2*(x1 + z2)/(x1*y1*z1),1.39*x1*y1*z1/((x1 + z2)*((x1 - x2)**2 + (y1 - y2)**2 + (z1 - z2)**2)),False,False,False,,False,0.718117168217552*G*m1*m2*(x1 + z2)/(x1*y1*z1),17,0.718*G*m1*m2*(x1 + z2)/(x1*y1*z1),17,0.0028017650486357867,inf,0.8131721100763615,0.8136627320278467,False
22,PhySO,Feynman,feynman_I_9_18,4,2,0.0,G*m1*m2/((x1 - x2)**2 + (y1 - y2)**2 + (z1 - z2)**2),991245,True,True,G*m1*m2/((x1 - x2)**2 + (y1 - y2)**2 + (z1 - z2)**2) - 1.18798828125*G*m1*m2*(x2 + y2)/(x1*y1*z1),0.842*x1*y1*z1/((x2 + y2)*((x1 - x2)**2 + (y1 - y2)**2 + (z1 - z2)**2)),False,False,False,,False,1.18847631715464*G*m1*m2*(x2 + y2)/(x1*y1*z1),17,1.19*G*m1*m2*(x2 + y2)/(x1*y1*z1),17,0.0012381438743258764,inf,0.9182849415721138,0.9182510085465926,False
23,PhySO,Feynman,feynman_I_9_18,4,3,0.0,G*m1*m2/((x1 - x2)**2 + (y1 - y2)**2 + (z1 - z2)**2),991532,True,True,G*m1*m2/((x1 - x2)**2 + (y1 - y2)**2 + (z1 - z2)**2) - 1.18212890625*G*m1*m2*(x2 + 1.010986328125*z2)/(x1*y1*z1),0.845947265625*x1*y1*z1/((x2 + 1.010986328125*z2)*((x1 - x2)**2 + (y1 - y2)**2 + (z1 - z2)**2)),False,False,False,,False,1.18179146989426*G*m1*m2*(x2 + 1.01093298432165*z2)/(x1*y1*z1),19,1.18*G*m1*m2*(x2 + 1.01*z2)/(x1*y1*z1),19,0.001259691504674718,inf,0.9166978709735011,0.9177347532580259,False
24,PhySO,Feynman,feynman_I_9_18,4,4,0.0,G*m1*m2/((x1 - x2)**2 + (y1 - y2)**2 + (z1 - z2)**2),991634,True,True,G*m1*m2/((x1 - x2)**2 + (y1 - y2)**2 + (z1 - z2)**2) - G*m1*m2*(y2 + 0.593017578125*z1)/(x1*y1*z1),x1*y1*z1/((y2 + 0.593017578125*z1)*((x1 - x2)**2 + (y1 - y2)**2 + (z1 - z2)**2)),False,False,False,,False,G*m2*(m1*y2/z1 + 0.593143469144329*m1)/(x1*y1),19,G*m1*m2*(y2 + 0.593*z1)/(x1*y1*z1),18,0.0025487307785503673,inf,0.8299902699922889,0.8315954113791652,False
25,PhySO,Feynman,feynman_I_10_7,5,0,0.0,m_0/(1 - v**2/c**2)**0.5,991426,True,True,0,1,True,True,True,,True,m_0/(1.0 - 1.0*v**2/c**2)**0.5,14,m_0/(1 - v**2/c**2)**0.5,14,1.1257981889828787e-31,inf,1.0,1.0,True
26,PhySO,Feynman,feynman_I_10_7,5,1,0.0,m_0/(1 - v**2/c**2)**0.5,990325,True,True,0,1,True,True,True,,True,m_0/(1.0 - 1.0*v**2/c**2)**0.5,14,m_0/(1 - v**2/c**2)**0.5,14,1.1264884422749473e-31,inf,1.0,1.0,True
27,PhySO,Feynman,feynman_I_10_7,5,2,0.0,m_0/(1 - v**2/c**2)**0.5,991542,True,True,-m_0*(-1/(1 - v**2/c**2))**0.5 + m_0/(1 - v**2/c**2)**0.5,1/((-1/(c**2 - v**2))**0.5*(c**2 - v**2)**0.5),False,False,False,,False,m_0*(1/(-1.0 + 1.0*v**2/c**2))**0.5,16,m_0*(-1/(1 - v**2/c**2))**0.5,18,inf,inf,0.0,0.0,False
28,PhySO,Feynman,feynman_I_10_7,5,3,0.0,m_0/(1 - v**2/c**2)**0.5,991115,True,True,0,1,True,True,True,,True,1.00000007054765*m_0/(1 - 0.999999054224593*v**2/c**2)**0.5,15,m_0/(1 - v**2/c**2)**0.5,14,3.422805559864759e-14,inf,0.999999999999977,0.9999999999999767,True
29,PhySO,Feynman,feynman_I_10_7,5,4,0.0,m_0/(1 - v**2/c**2)**0.5,991671,True,True,m_0*(-c + c**1.0)/(c**2 - v**2)**0.5,1,False,False,True,,True,c**0.499999731379487*m_0/(v**0.499999731379487*(c/v - v/c)**0.499999731379487),22,c**1.0*m_0/(c**2 - v**2)**0.5,16,1.2971143155700743e-14,inf,0.9999999999999912,0.9999999999999913,True
30,PhySO,Feynman,feynman_I_11_19,6,0,0.0,x1*y1 + x2*y2 + x3*y3,994578,True,True,0,1,True,True,True,,True,x1*y1 + x2*y2 + x3*y3,10,x1*y1 + x2*y2 + x3*y3,10,0.0,inf,1.0,1.0,True
31,PhySO,Feynman,feynman_I_11_19,6,1,0.0,x1*y1 + x2*y2 + x3*y3,995101,True,True,0,1,True,True,True,,True,x1*y1 + x2*y2 + x3*y3,10,x1*y1 + x2*y2 + x3*y3,10,0.0,inf,1.0,1.0,True
32,PhySO,Feynman,feynman_I_11_19,6,2,0.0,x1*y1 + x2*y2 + x3*y3,992934,True,True,0,1,True,True,True,,True,x1*y1 + x2*y2 + x3*y3,10,x1*y1 + x2*y2 + x3*y3,10,0.0,inf,1.0,1.0,True
33,PhySO,Feynman,feynman_I_11_19,6,3,0.0,x1*y1 + x2*y2 + x3*y3,990485,True,True,0,1,True,True,True,,True,x1*y1 + x2*y2 + x3*y3,10,x1*y1 + x2*y2 + x3*y3,10,0.0,inf,1.0,1.0,True
34,PhySO,Feynman,feynman_I_11_19,6,4,0.0,x1*y1 + x2*y2 + x3*y3,995848,True,True,0,1,True,True,True,,True,x1*y1 + x2*y2 + x3*y3,10,x1*y1 + x2*y2 + x3*y3,10,0.0,inf,1.0,1.0,True
35,PhySO,Feynman,feynman_I_12_1,7,0,0.0,Nn*mu,992113,True,True,0,1,True,True,True,,True,Nn*(mu + 4.73455825774754e-17),5,Nn*mu,3,0.0,inf,1.0,1.0,True
36,PhySO,Feynman,feynman_I_12_1,7,1,0.0,Nn*mu,991959,True,True,0,1,True,True,True,,True,Nn*mu,3,Nn*mu,3,0.0,inf,1.0,1.0,True
37,PhySO,Feynman,feynman_I_12_1,7,2,0.0,Nn*mu,990870,True,True,0,1,True,True,True,,True,1.0*Nn*mu,4,Nn*mu,3,0.0,inf,1.0,1.0,True
38,PhySO,Feynman,feynman_I_12_1,7,3,0.0,Nn*mu,992445,True,True,0,1,True,True,True,,True,1.0*Nn*mu,4,Nn*mu,3,0.0,inf,1.0,1.0,True
39,PhySO,Feynman,feynman_I_12_1,7,4,0.0,Nn*mu,993343,True,True,0,1,True,True,True,,True,Nn*mu,3,Nn*mu,3,0.0,inf,1.0,1.0,True
40,PhySO,Feynman,feynman_I_12_2,8,0,0.0,0.08*q1*q2/(epsilon*r**2),990993,True,True,0,1,True,True,True,,True,0.0795774715459476*q1*q2/(epsilon*r**2),10,0.08*q1*q2/(epsilon*r**2),10,8.605194040631378e-33,inf,1.0,1.0,True
41,PhySO,Feynman,feynman_I_12_2,8,1,0.0,0.08*q1*q2/(epsilon*r**2),992377,True,True,0,1,True,True,True,,True,0.0795774715459476*q1*q2/(epsilon*r**2),10,0.08*q1*q2/(epsilon*r**2),10,8.344682573046001e-33,inf,1.0,1.0,True
42,PhySO,Feynman,feynman_I_12_2,8,2,0.0,0.08*q1*q2/(epsilon*r**2),990273,True,True,0,1,True,True,True,,True,0.0795774715459476*q1*q2/(epsilon*r**2),10,0.08*q1*q2/(epsilon*r**2),10,8.583791953224094e-33,inf,1.0,1.0,True
43,PhySO,Feynman,feynman_I_12_2,8,3,0.0,0.08*q1*q2/(epsilon*r**2),990956,True,True,0,1,True,True,True,,True,0.0795774715459476*q1*q2/(epsilon*r**2),10,0.08*q1*q2/(epsilon*r**2),10,8.317007500472557e-33,inf,1.0,1.0,True
44,PhySO,Feynman,feynman_I_12_2,8,4,0.0,0.08*q1*q2/(epsilon*r**2),992641,True,True,0,1,True,True,True,,True,0.0795774715459476*q1*q2/(epsilon*r**2),10,0.08*q1*q2/(epsilon*r**2),10,8.315937645800703e-33,inf,1.0,1.0,True
45,PhySO,Feynman,feynman_I_12_4,9,0,0.0,0.08*q1/(epsilon*r**2),990830,True,True,0,1,True,True,True,,True,0.0795774715459476*q1/(epsilon*r**2),9,0.08*q1/(epsilon*r**2),9,7.884587435655658e-34,inf,1.0,1.0,True
46,PhySO,Feynman,feynman_I_12_4,9,1,0.0,0.08*q1/(epsilon*r**2),991501,True,True,0,1,True,True,True,,True,0.0795774715459476*q1/(epsilon*r**2),9,0.08*q1/(epsilon*r**2),9,8.104144979809448e-34,inf,1.0,1.0,True
47,PhySO,Feynman,feynman_I_12_4,9,2,0.0,0.08*q1/(epsilon*r**2),991273,True,True,0,1,True,True,True,,True,0.0795774715459476*q1/(epsilon*r**2),9,0.08*q1/(epsilon*r**2),9,7.986292442333366e-34,inf,1.0,1.0,True
48,PhySO,Feynman,feynman_I_12_4,9,3,0.0,0.08*q1/(epsilon*r**2),991108,True,True,0,1,True,True,True,,True,0.0795774715459476*q1/(epsilon*r**2),9,0.08*q1/(epsilon*r**2),9,8.087315199142821e-34,inf,1.0,1.0,True
49,PhySO,Feynman,feynman_I_12_4,9,4,0.0,0.08*q1/(epsilon*r**2),991342,True,True,0,1,True,True,True,,True,0.0795774715459476*q1/(epsilon*r**2),9,0.08*q1/(epsilon*r**2),9,7.919643004675993e-34,inf,1.0,1.0,True
50,PhySO,Feynman,feynman_I_12_5,10,0,0.0,Ef*q2,991518,True,True,0,1,True,True,True,,True,1.0*Ef*q2,4,Ef*q2,3,0.0,inf,1.0,1.0,True
51,PhySO,Feynman,feynman_I_12_5,10,1,0.0,Ef*q2,990964,True,True,0,1,True,True,True,,True,Ef*q2,3,Ef*q2,3,0.0,inf,1.0,1.0,True
52,PhySO,Feynman,feynman_I_12_5,10,2,0.0,Ef*q2,990731,True,True,0,1,True,True,True,,True,1.0*Ef*q2,4,Ef*q2,3,0.0,inf,1.0,1.0,True
53,PhySO,Feynman,feynman_I_12_5,10,3,0.0,Ef*q2,990409,True,True,0,1,True,True,True,,True,1.0*Ef*q2,4,Ef*q2,3,0.0,inf,1.0,1.0,True
54,PhySO,Feynman,feynman_I_12_5,10,4,0.0,Ef*q2,992036,True,True,0,1,True,True,True,,True,Ef*q2,3,Ef*q2,3,0.0,inf,1.0,1.0,True
55,PhySO,Feynman,feynman_I_12_11,11,0,0.0,q*(B*v*sin(theta) + Ef),995265,True,True,0,1,True,True,True,,True,q*(B*v*sin(theta) + Ef),9,q*(B*v*sin(theta) + Ef),9,0.0,inf,1.0,1.0,True
56,PhySO,Feynman,feynman_I_12_11,11,1,0.0,q*(B*v*sin(theta) + Ef),994674,True,True,0,1,True,True,True,,True,q*(B*v*sin(theta) + Ef),9,q*(B*v*sin(theta) + Ef),9,0.0,inf,1.0,1.0,True
57,PhySO,Feynman,feynman_I_12_11,11,2,0.0,q*(B*v*sin(theta) + Ef),990657,True,True,0,1,True,True,True,,True,1.0*B*q*v*sin(theta) + Ef*q,11,q*(B*v*sin(theta) + Ef),9,1.3710013627562415e-29,inf,1.0,1.0,True
58,PhySO,Feynman,feynman_I_12_11,11,3,0.0,q*(B*v*sin(theta) + Ef),992685,True,True,0,1,True,True,True,,True,q*(B*v*sin(theta) + Ef),9,q*(B*v*sin(theta) + Ef),9,0.0,inf,1.0,1.0,True
59,PhySO,Feynman,feynman_I_12_11,11,4,0.0,q*(B*v*sin(theta) + Ef),990761,True,True,0,1,True,True,True,,True,q*(B*v*sin(theta) + Ef),9,q*(B*v*sin(theta) + Ef),9,0.0,inf,1.0,1.0,True
60,PhySO,Feynman,feynman_I_13_4,12,0,0.0,0.5*m*(u**2 + v**2 + w**2),992863,True,True,0,1,True,True,True,,True,0.5*m*u**2 + 0.5*m*v**2 + 0.5*m*w**2,19,0.5*m*(u**2 + v**2 + w**2),13,3.221147056819e-29,inf,1.0,1.0,True
61,PhySO,Feynman,feynman_I_13_4,12,1,0.0,0.5*m*(u**2 + v**2 + w**2),995104,True,True,0,1,True,True,True,,True,0.5*m*u**2 + 0.5*m*v**2 + 0.5*m*w**2,19,0.5*m*(u**2 + v**2 + w**2),13,3.218620335339577e-29,inf,1.0,1.0,True
62,PhySO,Feynman,feynman_I_13_4,12,2,0.0,0.5*m*(u**2 + v**2 + w**2),990666,True,True,0,1,True,True,True,,True,0.500000006665619*m*u**2 + 0.500000004294003*m*(v**2 + w**2),17,0.5*m*(u**2 + v**2 + w**2),13,2.9754614298893065e-13,inf,0.9999999999999996,0.9999999999999996,True
63,PhySO,Feynman,feynman_I_13_4,12,3,0.0,0.5*m*(u**2 + v**2 + w**2),995542,True,True,0,1,True,True,True,,True,0.500000053713425*m*w**2 + 0.99999972991326*m*(0.500000053713425*u**2 + 0.500000053713425*v**2),21,0.5*m*(u**2 + v**2 + w**2),13,2.1192022650830796e-11,inf,0.9999999999999694,0.9999999999999696,True
64,PhySO,Feynman,feynman_I_13_4,12,4,0.0,0.5*m*(u**2 + v**2 + w**2),993336,True,True,0,1,True,True,True,,True,0.5*m*u**2 + 0.5*m*v**2 + 0.5*m*w**2,19,0.5*m*(u**2 + v**2 + w**2),13,3.1583006778675314e-29,inf,1.0,1.0,True
65,PhySO,Feynman,feynman_I_13_12,13,0,0.0,G*m1*m2*(r1 - r2)/(r1*r2),991436,True,True,0,1,True,True,True,,True,G*m1*m2*(1.0/r2 - 1.0/r1),15,G*m1*m2*(r1 - r2)/(r1*r2),15,0.0,inf,1.0,1.0,True
66,PhySO,Feynman,feynman_I_13_12,13,1,0.0,G*m1*m2*(r1 - r2)/(r1*r2),992880,True,True,0,1,True,True,True,,True,G*m1*m2*(1/r2 - 1.0/r1),13,G*m1*m2*(r1 - r2)/(r1*r2),15,0.0,inf,1.0,1.0,True
67,PhySO,Feynman,feynman_I_13_12,13,2,0.0,G*m1*m2*(r1 - r2)/(r1*r2),991262,True,True,0,1,True,True,True,,True,1.0*G*m1*m2*(1.0 - 1.0*r2/r1)/r2,16,G*m1*m2*(r1 - r2)/(r1*r2),15,2.2403509133000007e-30,inf,1.0,1.0,True
68,PhySO,Feynman,feynman_I_13_12,13,3,0.0,G*m1*m2*(r1 - r2)/(r1*r2),991871,True,True,0,1,True,True,True,,True,G*m1*m2*(1/r2 - 1/r1),13,G*m1*m2*(r1 - r2)/(r1*r2),15,0.0,inf,1.0,1.0,True
69,PhySO,Feynman,feynman_I_13_12,13,4,0.0,G*m1*m2*(r1 - r2)/(r1*r2),991420,True,True,0,1,True,True,True,,True,G*m1*m2*(1/r2 - 1/r1),13,G*m1*m2*(r1 - r2)/(r1*r2),15,0.0,inf,1.0,1.0,True
70,PhySO,Feynman,feynman_I_14_3,14,0,0.0,g*m*z,990566,True,True,0,1,True,True,True,,True,g*m*z,4,g*m*z,4,0.0,inf,1.0,1.0,True
71,PhySO,Feynman,feynman_I_14_3,14,1,0.0,g*m*z,990965,True,True,0,1,True,True,True,,True,g*m*z,4,g*m*z,4,0.0,inf,1.0,1.0,True
72,PhySO,Feynman,feynman_I_14_3,14,2,0.0,g*m*z,990515,True,True,0,1,True,True,True,,True,g*m*z,4,g*m*z,4,0.0,inf,1.0,1.0,True
73,PhySO,Feynman,feynman_I_14_3,14,3,0.0,g*m*z,990678,True,True,0,1,True,True,True,,True,g*m*z,4,g*m*z,4,0.0,inf,1.0,1.0,True
74,PhySO,Feynman,feynman_I_14_3,14,4,0.0,g*m*z,990672,True,True,0,1,True,True,True,,True,g*m*z,4,g*m*z,4,0.0,inf,1.0,1.0,True
75,PhySO,Feynman,feynman_I_14_4,15,0,0.0,0.5*k_spring*x**2,990557,True,True,0,1,True,True,True,,True,0.5*k_spring*x**2,6,0.5*k_spring*x**2,6,0.0,inf,1.0,1.0,True
76,PhySO,Feynman,feynman_I_14_4,15,1,0.0,0.5*k_spring*x**2,990104,True,True,0,1,True,True,True,,True,0.5*k_spring*x**2,6,0.5*k_spring*x**2,6,0.0,inf,1.0,1.0,True
77,PhySO,Feynman,feynman_I_14_4,15,2,0.0,0.5*k_spring*x**2,992144,True,True,0,1,True,True,True,,True,0.5*k_spring*x**2,6,0.5*k_spring*x**2,6,0.0,inf,1.0,1.0,True
