i_trial,noise,frac_real,n_evals,is_finished,r2,reward,symbolic_solution,expression,test_r2,test_expression,test_expression_pre,result_analysis_time
2,0.0,0.25,241261,True,0.9999999999899054,0.9999968228210206,True,-1.792 + 3.777*log(r + 1)/r,0.9999999999944074,-1.766 + 3.777*log(r + 1)/r,[sub E_t mul log add div r R 1.0 neg div R neg div r A],0.7470159530639648
3,0.0,0.25,244942,True,0.9999999999732176,0.999994824863362,True,-1.416 + 3.777*log(r + 1)/r,0.99999999999551,-1.766 + 3.777*log(r + 1)/r,[sub add add mul log div add r R R div R div r A A E_t A],0.5413548946380615
10,0.0,0.25,242580,True,0.9999999998872748,0.9999893829045268,True,-0.887 + 3.777*log(r + 1)/r,0.9999999999746112,-1.766 + 3.777*log(r + 1)/r,[add add E_t add add mul mul div log div add R r R r R A E_t A E_t],0.4516069889068603
11,0.0,0.25,240341,True,0.9999999999952094,0.9999978112683686,True,-2.053 + 3.777*log(r + 1)/r,0.9999999999952046,-1.766 + 3.777*log(r + 1)/r,[add E_t add add A div log div add R r R div r div R inv A A],0.5667650699615479
12,0.0,0.25,244110,True,0.9999999999513474,0.9999930249062736,True,-1.514 + 3.777*log(r + 1)/r,0.999999999984406,-1.766 + 3.777*log(r + 1)/r,[add add E_t add mul log add div r R div R R div R div r A E_t A],0.4891226291656494
13,0.0,0.25,242585,True,0.9999999994982732,0.999977601246617,True,-1.57 + 3.777*log(r + 1)/r,0.9999999999731416,-1.766 - 3.777*log(1/(r + 1))/r,[add sub add mul add div mul log inv div r inv add inv R inv r R r 1.0 A E_t A E_t],0.5586791038513184
14,0.0,0.25,244410,True,0.9999999991869531,0.9999714868371854,True,(-2.254*r + 3.776*log(2.72*r + 2.718) - 3.776)/r,0.9999999974430784,-1.766 + 3.775*(log(2.72*r + 2.718) - 1)/r,[sub mul div sub log add add div r mul R div r r 1.0 c 1.0 r mul R A E_t],1.0837249755859375
15,0.0,0.25,240864,True,0.9999999486580846,0.9997734637855692,False,(-0.591*r**2 - 0.933*r + 5.585)/(0.329*r**2 + 2.543*r + 3.038),0.9999998049227964,(-0.53627*r**2 - 0.51661*r + 6.08718)/(0.329*r**2 + 2.547*r + 3.036),[sub div add r div add R r add div r R add div R r c div r A E_t],48.93878221511841
16,0.0,0.25,243485,True,0.9999999999357928,0.9999919871161091,True,-1.626 + 3.777*log(r + 1)/r,0.999999999979678,-1.766 + 3.777*log(r + 1)/r,[sub E_t mul A div div log div div add R r R div R R r inv R],0.4909749031066894
17,0.0,0.25,243802,True,0.9999999999565758,0.999993410346298,True,1.0*(-1.296*r + 3.777*log(r + 1) + 1.69009749138027e-5)/r,0.9999999999640647,-1.766 - 3.777*log(1/(r + 1))/r,[sub mul R div log div R add r add r div r div r R div r A E_t],0.7609081268310547
18,0.0,0.25,240813,True,0.9999993269016948,0.9991802468610992,False,(-0.684*r**2 - 4.39*r + 5.51)/(0.263*r**2 + 3.3*r + 4.592),0.9999993775328548,-1.796 + 4.172/(0.264*r + 1.1*r/(r + 4.172) + 1.1),[sub E_t div R add div r div add r R div R A add div R A div r A],51.2608859539032
19,0.0,0.25,240036,True,0.9999999062583144,0.9996939210728772,False,(-0.283*r**2 + 0.228*r + 2.98)/(0.203*r**2 + 1.269*r + 1.361),0.9999998853242054,-1.578 + (r/(0.727*r + 3.549) + 1.376)/(0.279*r + 0.384),[add E_t add add E_t E_t div add div r add div r R c R add div R A div r A],50.20032095909119
20,0.0,0.25,243852,True,0.9999999874306256,0.9998878993460972,False,(-0.969*r**2 + 0.184*r + 12.386)/(0.672*r**2 + 4.903*r + 5.665),0.9999999555640612,-1.623 + 21.608/(2*r + r/(0.336*r + 0.951) + 5.954),[add E_t add div A div add add add r add div r add add div r R c c R r R R A],48.396642208099365
21,0.0,0.25,240430,True,0.999999999983202,0.9999959014967004,True,-1.416 + 3.777*log(r + 1)/r,0.999999999989779,-1.766 + 3.777*log(r + 1)/r,[add E_t sub mul A add div mul R log add div r R add c div R R r c A],0.5338537693023682
0,0.0,0.5,243529,True,0.9999999999751656,0.9999950166072666,True,-2.254 + 3.777*log(r + 1)/r,0.9999999999863178,-1.766 + 3.777*log(r + 1)/r,[add add div log div add R r R div r div A inv R E_t E_t],0.4313268661499023
1,0.0,0.5,244741,True,0.9999999999880608,0.9999965446746262,True,-0.887 + 3.777*log(r + 1)/r,0.9999999999932488,-1.766 + 3.777*log(r + 1)/r,[add E_t add add mul mul log add div R R div r R div R r A E_t E_t],0.63620924949646
2,0.0,0.5,241190,True,0.9999998971935496,0.999679468323608,False,-1.322 + 0.713*exp(-0.183*r) + 0.713/(0.183*r + 0.276),0.9999999076950956,-1.296 + 0.713*exp(-0.183*r) + 0.713/(0.183*r + 0.275),[add E_t add div A exp div r R div A add div r R add 1.0 c],41.49438500404358
3,0.0,0.5,242041,True,0.9999999998200736,0.9999865865179204,True,-1.416 + 3.777*log(r + 1)/r,0.9999999999826148,-1.766 - 3.777*log(1/(r + 1))/r,[sub mul log div R add R r div R div r div r div E_t div E_t div r A E_t],0.7924480438232422
10,0.0,0.5,241997,True,0.999999999919243,0.9999910135968956,True,-0.887 + 3.777*log(r + 1)/r,0.999999999949992,-1.766 - 3.777*log(1/(r + 1))/r,[add E_t add add add add mul mul div log div R add R r r R A A A A A],0.5948989391326904
11,0.0,0.5,240986,True,0.9999999998738478,0.9999887683807802,True,-2.053 + 3.777*log(r + 1)/r,0.9999999999749284,-1.766 - 3.777*log(1/(r + 1))/r,[add div log div R add r R div r div R div R div R inv A E_t],0.6319139003753662
12,0.0,0.5,240259,True,0.9999999998812144,0.9999891012329576,True,-1.514 + 3.777*log(r + 1)/r,0.9999999999058022,-1.766 + 3.777*log(r + 1)/r,[add add E_t add mul log add div r R div R R div R div r A E_t A],0.6119129657745361
13,0.0,0.5,245332,True,0.9999999997911556,0.99998554876709,True,-1.57 + 3.777*log(r + 1)/r,0.999999999939462,-1.766 + 3.777*log(r + 1)/r,[add sub add sub add E_t add add mul mul log div add r R R R div A r E_t E_t E_t E_t A E_t],0.6125991344451904
14,0.0,0.5,245305,True,0.9999998775694678,0.9996502216416582,False,-1.781 + 0.716*exp(-0.185*r) + 0.716/(0.185*r + 0.277),0.9999999062324108,-1.293 + 0.716*exp(-0.185*r) + 0.716/(0.185*r + 0.277),[sub add div A exp div r R div A add div r R add c c E_t],41.46772885322571
15,0.0,0.5,241165,True,0.999999833233123,0.999591795694828,False,1.844 - 53.648/(log(28.26/r) + 14.768 + 28.26/r),0.9999998753859402,2.009 - 53.648/(log(28.26/r) + 14.77 + 28.26/r),[add E_t add E_t div A add add log div R r div R r exp c],99.046306848526
16,0.0,0.5,243058,True,0.9999999442302192,0.9997638994932136,False,-r*exp(-0.456/(0.333*r + 1.371))/(0.279*r + 0.382) + 2.149,0.9999999077567896,-r*exp(-0.456/(0.333*r + 1.371))/(0.279*r + 0.382) + 2.009,[sub add E_t div div r exp div div R add R div r c c add div R A div r A A],75.37854719161987
17,0.0,0.5,241181,True,0.9999999999937172,0.9999974934850948,True,-1.296 + 3.777*log(r + 1)/r,0.9999999999929784,-1.766 + 3.777*log(r + 1)/r,[add div log div add R r R div div r R A E_t],0.6291558742523193
18,0.0,0.5,243317,True,0.9999999976638134,0.9999516682221388,True,-2.564 - 3.777*log(-1/(r + 1))/r,0.9999999986790912,-1.766 - 3.777*log(-1/(r + 1))/r,[add div log div R sub neg div r div r r R mul r inv mul R A E_t],48.76543402671814
19,0.0,0.5,243932,True,0.9999996565436852,0.9994142917941116,False,-3.128 - 8.407/log(-0.374/(r + 1.819)),0.9999996296896324,-3.309 - 8.407/log(-0.374/(r + 1.819)),[add div A neg log div div neg R c add R r E_t],80.6861629486084
20,0.0,0.5,244834,True,0.9999999996359644,0.9999809206427752,True,-1.586 + 3.777*log(r + 1)/r,0.9999999999954752,-1.766 + 3.777*log(r + 1)/r,[add add add E_t add div log div add r R R div R div R div r div R inv A E_t E_t E_t],0.6676332950592041
21,0.0,0.5,244030,True,0.9999999996066296,0.9999801668231558,True,-1.416 + 3.777*log(r + 1)/r,0.9999999998839916,-1.766 + 3.777*log(r + 1)/r,[sub sub sub mul mul R log add div exp c div R r div r r neg inv div r A A E_t E_t],0.6379029750823975
0,0.0,1.0,243932,True,0.9999999999450836,0.999992589484638,True,-2.254 + 3.777*log(r + 1)/r,0.9999999999891072,-1.766 + 3.777*log(r + 1)/r,[sub sub add E_t mul R mul log add div r div R inv c 1.0 inv div r A A A],0.6754288673400879
1,0.0,1.0,243628,True,0.9999999993667396,0.9999748359702234,True,-0.887 + 3.777*log(r + 1)/r,0.9999999995349408,-1.766 + 3.777*log(r + 1)/r,[sub mul log add div E_t div E_t div r R c inv div r div R inv A E_t],1.0202867984771729
2,0.0,1.0,241349,True,0.9999999180664084,0.999713841466427,False,(-1.68*r**2 - 1.143*r + 16.686)/(1.027*r**2 + 7.329*r + 8.43),0.9999999047140192,-3.616*r/(r + r/(1.026*r + 4.329) + 1.95) + 2.005,[sub E_t div A div div add add add R div r add add add div r R c c 1.0 r R r c],42.059624910354614
3,0.0,1.0,242050,True,0.9999999998491362,0.999987717488276,True,-1.416 + 3.777*log(r + 1)/r,0.9999999999234752,-1.766 + 3.777*log(r + 1)/r,[add add E_t add add add mul mul div log div add r R R r R A E_t E_t E_t E_t],0.8873703479766846
10,0.0,1.0,244646,True,0.9999999999029914,0.999990150805289,True,-0.887 + 3.777*log(r + 1)/r,0.9999999999577552,-1.766 - 3.777*log(1/(r + 1))/r,[add E_t add add add div log div R add R r div r div R inv A A E_t A],0.8646337985992432
11,0.0,1.0,243338,True,0.9999999999738364,0.9999948849734498,True,-2.053 + 3.777*log(r + 1)/r,0.9999999999814304,-1.766 + 3.777*log(r + 1)/r,[sub A add add add div log add div r R div r r div r div R inv A E_t A A],1.0850379467010498
12,0.0,1.0,244712,True,0.9999999998396294,0.99998733641169,True,-1.514 + 3.777*log(r + 1)/r,0.9999999999283112,-1.766 + 3.777*log(r + 1)/r,[sub add add add E_t E_t mul log add div r R 1.0 div R div r A A A],0.8876700401306152
13,0.0,1.0,245675,True,0.9999999999158932,0.99999082910715,True,-1.57 + 3.777*log(r + 1)/r,0.9999999999222036,-1.766 + 3.777*log(r + 1)/r,[add add E_t add add A add neg mul log add div r R 1.0 div R div r A E_t A E_t],0.8739497661590576
14,0.0,1.0,245202,True,0.9999996283513144,0.999390741464278,False,(-2.822*r**2 - 1.802*r + 10.145)/(1.388*r**2 + 7.153*r + 6.636),0.9999997388682982,2.017 - 4.945/(2.577*(1.388 + 2.577/r)/(r + 2.577) + 1.388),[add E_t add div A add div R div add r R add div R r c c E_t],51.7541618347168
15,0.0,1.0,244681,True,0.9999999998396294,0.9999873364115324,True,-1.931 + 3.777*log(r + 1)/r,0.9999999999283112,-1.766 + 3.777*log(r + 1)/r,[add add E_t div mul log div add R r R R div r A E_t],0.792029857635498
16,0.0,1.0,243263,True,0.9999999998396294,0.9999873364111292,True,-1.626 + 3.777*log(r + 1)/r,0.9999999999283112,-1.766 + 3.777*log(r + 1)/r,[add sub add E_t add mul log div add r R R div R div r A A A E_t],0.8697619438171387
17,0.0,1.0,244652,True,0.9999996291005756,0.9993913555469692,False,(-1.484*r**2 + 5.036*r + 16.418)/(1.385*r**2 + 7.115*r + 6.601),0.9999996508334242,2.014 - 4.926/(2.581*(1.383 + 2.581/r)/(r + 2.581) + 1.383),[add E_t div A add div R div add R r add div R r c c],51.14247488975525
18,0.0,1.0,245778,True,0.9999996306086364,0.9993925934157945,False,(-1.262*r**2 - 1.558*r + 3.135)/(0.539*r**2 + 2.774*r + 2.573),0.9999996985885952,-1.543 + 4.938/(r*(0.539*r + 1.387)/(r + 1.855) + 1.387),[sub add add div A add div r div add R r add div r R c c A A E_t],50.47982215881348
19,0.0,1.0,240634,True,0.9999999999583088,0.999993543161862,True,-1.586 + 3.777*log(r + 1)/r,0.999999999968682,-1.766 + 3.777*log(r + 1)/r,[sub sub div mul log div add add r r R R R add div r A div r A E_t E_t],1.0064127445220947
20,0.0,1.0,242207,True,0.9999999998396294,0.9999873364110546,True,-1.586 + 3.777*log(r + 1)/r,0.9999999999283112,-1.766 + 3.777*log(r + 1)/r,[add add div log add div r r div r R div r div R inv A E_t E_t],0.9506738185882568
21,0.0,1.0,240708,True,0.999999999864073,0.9999883413603624,True,-1.416 + 3.777*log(r + 1)/r,0.9999999999105192,-1.766 + 3.777*log(r + 1)/r,[add add div log div add r add add r add r r R R div r div R inv A A E_t],0.798896312713623
0,0.001,1e-06,243950,True,0.999912495021342,0.9907322844237928,False,-0.757 + 2.149*exp(-0.651*r),0.9994598406479152,-0.413 + 2.267*exp(-0.576*r),[add E_t add A mul add log c exp mul r neg inv R neg E_t],37.478270053863525
1,0.001,1e-06,242084,True,0.9999972940888584,0.998357736075112,False,(7.356 - 1.192*(r + 0.622)**0.759)/(1.342*(r + 0.622)**0.759 + 1.318),0.9999995840709828,-1.676 + 8.15/(1.306*(r + 0.672)**0.793 + 1.261),[sub add E_t add div E_t add div exp div log add div r R c c c c E_t A],47.60075902938843
2,0.001,1e-06,245357,True,0.999997349961934,0.9983747519796944,False,1.755*log((-0.153*r - 0.905)/(1.685*r + 1.321)) + 2.659,0.9999876808267092,2.173*log(-0.729 + 1/(1.729 + 1.622/r)) + 2.686,[add A add add A add add mul log sub add inv add div R r c 1.0 c E_t E_t E_t E_t],82.5131688117981
3,0.001,1e-06,241266,True,0.999998007680914,0.9985904941740466,False,3.987/(0.806*r + 1)**0.577 - 1.632,0.9999998683350566,4.515*(1/(r + 1.241))**0.577 - 1.982,[add sub sub mul add exp mul log div R inv div r add mul r r div r inv R c 1.0 A E_t E_t E_t],34.011589765548706
10,0.001,1e-06,241840,True,0.9999964331379344,0.9981149463435738,False,(11.014 - 1.643*(r + 0.436)**0.798)/(1.939*(r + 0.436)**0.798 + 2.505),0.9999998113743728,-1.726 + 13.137/((r*(2.295 + 1/r))**0.798 + 2.505),[add mul inv add add exp div log div add inv R inv r div r div r inv r c c c A E_t],54.291861057281494
11,0.001,1e-06,242247,True,0.999996581053152,0.9981543731974868,False,1.177 - 0.836*log(-(2.036*r**2 + 0.713*r + 0.35)/(r + 0.491)),0.9999708880637648,1.601 - 0.834*log(-2.366*r**2/(r + 0.423) - 0.799),[add mul log sub sub mul neg r div div r add r R R c 1.0 A E_t],169.6702163219452
12,0.001,1e-06,243507,True,0.9999980669137628,0.99861157568605,False,-3.044 + 8.313/log(2.616*r + 4.801),0.9999996520521632,-3.294 + 8.313/log(2.623*r + 4.802),[sub add sub E_t div A log add add add div r R div r r c c A A],59.74134016036987
13,0.001,1e-06,243651,True,0.9999979882320648,0.998583640865063,False,1.278*log(0.846 - 1.182*exp(1/(0.448*r + 0.591))) + 0.012,0.999999737166584,1.273*log(0.848 - 1.179*exp(1/(0.445*r + 0.589))) - 0.181,[add mul log neg sub div exp inv add inv div R r inv add c c c c A E_t],50.35632610321045
14,0.001,1e-06,241523,True,0.9999205356653946,0.9911644852166236,False,-1 + 2.172*exp(-0.465/r)/r,0.8894807830700496,-0.187 + 0.857*exp(0.002/r)/r,[sub E_t mul add div inv div div exp neg div R r R c r c E_t],52.31442618370056
15,0.001,1e-06,244643,True,0.999998287651656,0.9986931428237468,False,1.818*log((0.21*r + 1.169)/(1.422*r + 1.148)) + 1.818,0.8883063844679767,1.958*log(0.173 + 1/(1.358*r + 1.173)) + 1.958,[sub neg mul E_t log add inv add add inv div R r c div R R c E_t],68.80671620368958
16,0.001,1e-06,240933,True,0.999998213188823,0.9986650678601992,False,6.113*log(0.56*r**2 + 4.577*r + 6.229) - 6.113*log(0.715*r**2 + 4.567*r + 4.382),-0.0879108008629452,-0.166*log(-0.249 - 1/(1.196*r - r/(r - 1.672) + 0.498)),[mul log add inv add add add div r add add R R r div r R c c c E_t],1136.777783870697
17,0.001,1e-06,244661,True,0.9999961924378544,0.9980525025925912,True,-1.298 + 3.791*log(0.996*r + 1)/r,0.9999726391860012,-1.765 + 3.773*log(1.001*r + 1)/r,[add div mul log add inv div div exp c exp inv c div r R c R div r E_t A],1.4561069011688232
18,0.001,1e-06,243639,True,0.9999963452967078,0.9980919199008228,False,0.481*r - 1.705*log(0.894 - 1.119*exp(0.282*r)) - 1.329,0.9999573989719972,-1.311*log(-1.049 + 0.954*exp(-0.164*r)) - 1.024,[sub E_t add add div log sub exp neg add div r R c exp c inv E_t A A],50.76551008224487
19,0.001,1e-06,240868,True,0.9999982941476192,0.9986956207889308,False,1.56*log(1.116*exp(0.652/(0.558*r + 0.652)) - 0.896) + 1.006,0.9999987702687112,1.561*log(1.116*exp(0.654/(0.558*r + 0.654)) - 0.896) + 0.825,[add E_t mul log sub div exp div R add div r add c c R c c A],87.06626987457275
20,0.001,1e-06,244045,True,0.999998270589418,0.9986866565776528,False,1.187*log(exp((2.176*r + 1.905)/((2.176*r + 0.952)*(2.176*r + 1.905) + 1)) - 0.952) + 2.142,0.9999994143486618,1.154*log(exp(1/(2.259*r + 0.959 + 1/(2.259*r + 1.919))) - 0.959) + 1.98,[sub mul log sub exp inv add add div r R inv add add div r R c c c c A E_t],305.8175559043884
21,0.001,1e-06,240991,True,0.9999977782912992,0.9985116786673318,True,-1.419 + 3.795*log(0.995*r + 1)/r,0.999999941411758,-1.77 + 3.795*log(0.995*r + 1)/r,[sub E_t add sub div mul add R R log add mul r inv R c inv neg inv div r A E_t A],0.9053139686584472
0,0.001,0.25,242779,True,0.9999974542299536,0.9984069947718612,False,1.0*(-2.254*r + 3.774*log(r + 1) + 0.0101760363005692)/r,0.9999999948984944,1.0*(-1.766*r + 3.774*log(r + 1) + 0.00811003630056906)/r,[sub sub mul div sub log add div add r add R R R c c r div R inv A A E_t],42.12435793876648
1,0.001,0.25,242133,True,0.999997939784129,0.9985667120532816,False,-0.684 + 6.061/log(7.389*exp(0.655*r) - 1.932),0.9999999701802312,-1.564 + 6.061/log(7.389*exp(0.655*r) - 1.932),[add E_t add div A log add exp div add add r R R R c E_t],76.87558603286743
2,0.001,0.25,240569,True,0.999997725735552,0.9984942043797376,True,(-1.792*r + 3.776*log(-r - 1))/r,0.9999999836074094,-1.766 + 3.776*log(-r - 1)/r,[sub add mul log sub neg div r R div R R neg div R neg div r A E_t A],22.09576106071472
3,0.001,0.25,243808,True,0.9999978302259878,0.9985291513035808,False,-0.56 + 2.913/(r/(0.378*r + 3.167) + exp(0.316*r)),0.9999988400083732,-0.91 + 2.913/(r/(0.379*r + 3.164) + exp(0.316*r)),[sub add E_t add div A add div r add R div r c exp div r R E_t E_t],68.51693272590637
10,0.001,0.25,241599,True,0.9999979011382564,0.9985533509397432,False,1.0*(-0.887*r + 3.778*log(r + 1) + 0.00123789640770733)/r,0.9999999995132868,1.0*(-1.767*r + 3.778*log(r + 1) + 0.00123789640770733)/r,[add E_t mul R div add log add div r R c 1.0 neg div r A],40.56749176979065
11,0.001,0.25,240493,True,0.9999979785365354,0.998580236801306,True,-2.053 + 3.778*log(r + 1)/r,0.9999999923494494,-1.767 + 3.778*log(r + 1)/r,[sub A add add add div log add div r R div r r div r div R inv A E_t A A],1.000871181488037
12,0.001,0.25,245053,True,0.9999978691256656,0.998542376305095,True,-1.514 + 3.776*log(r + 1)/r,0.9999999984685976,-1.766 + 3.776*log(r + 1)/r,[sub add add add mul R mul log add div add r R R c inv div r A E_t A E_t E_t],0.8238978385925293
13,0.001,0.25,244006,True,0.999997974074498,0.9985786729478102,False,(-1.57*r + 3.778*log(r + 1) - 3.778*I*pi)/r,0.9999999988531988,-1.767 - 3.778*log(-1/(r + 1))/r,[sub E_t div mul log add add div r add add r R R add c c c R div r A],77.51412606239319
14,0.001,0.25,242220,True,0.9999976577388224,0.9984718939172806,False,(-0.7*r**2 - 1.736*r + 4.579)/(0.331*r**2 + 2.536*r + 3.025),0.999999873669423,-3.63*r/(r + (r + 3.023)/(0.331*r + 1.539)) + 2.004,[add div A div add div add r R add div add r R R c r r E_t],51.55832386016846
15,0.001,0.25,242648,True,0.9999974704920294,0.9984120827948584,False,(-9.574*r**2 + 2.003*r + 49.68)/(5.585*r**2 + 28.919*r + 26.812),0.9999996795222024,2.018 - 9.961/(5.179*(2.792 + 5.179/r)/(2*r + 5.179) + 2.792),[add add div A add div R div add r add r R add div R r c c A E_t],47.343334913253784
16,0.001,0.25,245136,True,0.9999980591514526,0.99860879474325,True,(-1.626*r + 3.78*log(2.716*r + 2.718) - 3.78)/r,0.9999999973420436,-1.767 + 3.78*log(r + exp(-1) + 0.632)/r,[sub div div log add div r R add inv exp div r r c r inv div R inv A E_t],1.407965898513794
17,0.001,0.25,244877,True,0.9999977474051494,0.9985013845181228,True,-1.295 + 3.774*log(r + 1)/r,0.9999999891857252,-1.766 + 3.774*log(r + 1)/r,[add E_t mul div log div add add div r div r r R r R r div R inv A],1.1626958847045898
18,0.001,0.25,241095,True,0.999996977685321,0.9982645365033797,False,(-0.622*r**2 - 3.992*r + 5.01)/(0.24*r**2 + 3*r + 4.175),0.9999993713813758,-1.796 + 4.172/(0.264*r + r/(0.909*r + 3.794) + 1.1),[neg sub E_t div R add add div r add A div r div R A div r A div R A],52.067981243133545
19,0.001,0.25,242069,True,0.9999980388731258,0.9986015559871346,True,-1.586 + 3.777*log(r + 1)/r,0.9999999999655832,-1.766 - 3.777*log(1/(r + 1))/r,[add div log div R add R r div r div A div div r R r E_t],0.5641970634460449
20,0.001,0.25,241545,True,0.9999977634094788,0.9985067097565676,False,-0.919 + 3.099*exp(-0.165*r*(0.165*r + 1.391)/(0.165*r + 0.391)),0.9999997749972244,-1.1 + 3.101*exp(-0.165*r*(0.165*r + 1.391)/(0.165*r + 0.391)),[add E_t div A exp div add r div r add add div r R c c R],123.3400011062622
21,0.001,0.25,244766,True,0.9999977429121816,0.9984998929535076,True,-1.416 + 3.778*log(r + 1)/r,0.9999999956450102,-1.767 + 3.778*log(r + 1)/r,[add mul mul log add div div R c div R div r R c R inv div r A E_t],0.8627090454101562
0,0.001,0.5,240347,True,0.9999977070249242,0.9984880322394624,True,-2.255 + 3.782*log(0.999*r + 1)/r,0.9999999917976556,-1.767 + 3.782*log(0.999*r + 1)/r,[add E_t div log add div add r div r div r R R c div r div R inv A],0.956942081451416
1,0.001,0.5,240573,True,0.9999979233456592,0.99856101352129,True,-0.886 + 3.777*log(r + 1)/r,0.9999999963712752,-1.766 - 3.777*log(1/(r + 1))/r,[add E_t div log div R add R r div exp 1.0 div R div r A],1.060859203338623
2,0.001,0.5,242205,True,0.9999977584265028,0.9985050496915004,True,-1.793 + 3.779*log(r + 1)/r,0.9999999905778204,-1.767 + 3.779*log(r + 1)/r,[add add sub add add mul log add div r R div R R div R div r A E_t E_t E_t E_t A],1.041553020477295
